IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",904,"South-America","ZJ","LCN",74,"2023",4,"Median",3,"Both sexes",74,90,94,"90-94",0,"Not applicable",1,"Model-based Estimates",3,"Projection",4.2223
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",904,"South-America","ZJ","LCN",74,"2023",4,"Median",3,"Both sexes",70,95,99,"95-99",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3.1525
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",904,"South-America","ZJ","LCN",74,"2023",4,"Median",3,"Both sexes",59,100,null,"100+",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2.599
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",42,0,1,"0",0,"Not applicable",1,"Model-based Estimates",3,"Projection",80.0719
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",223,1,4,"1-4",0,"Not applicable",1,"Model-based Estimates",3,"Projection",79.4574
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",71,5,9,"5-9",0,"Not applicable",1,"Model-based Estimates",3,"Projection",75.5292
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",76,10,14,"10-14",0,"Not applicable",1,"Model-based Estimates",3,"Projection",70.5646
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",65.6087
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",75,20,24,"20-24",0,"Not applicable",1,"Model-based Estimates",3,"Projection",60.7472
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",57,25,29,"25-29",0,"Not applicable",1,"Model-based Estimates",3,"Projection",55.9945
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",62,30,34,"30-34",0,"Not applicable",1,"Model-based Estimates",3,"Projection",51.2834
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",63,35,39,"35-39",0,"Not applicable",1,"Model-based Estimates",3,"Projection",46.6021
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",64,40,44,"40-44",0,"Not applicable",1,"Model-based Estimates",3,"Projection",41.9474
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",69,45,49,"45-49",0,"Not applicable",1,"Model-based Estimates",3,"Projection",37.3322
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",66,50,54,"50-54",0,"Not applicable",1,"Model-based Estimates",3,"Projection",32.8202
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",68,55,59,"55-59",0,"Not applicable",1,"Model-based Estimates",3,"Projection",28.4837
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",60,60,64,"60-64",0,"Not applicable",1,"Model-based Estimates",3,"Projection",24.3533
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",72,65,69,"65-69",0,"Not applicable",1,"Model-based Estimates",3,"Projection",20.4089
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",73,70,74,"70-74",0,"Not applicable",1,"Model-based Estimates",3,"Projection",16.6292
