Location,Iso3,Value,type
Viet Nam,VNM,5.476065,Fertility
Viet Nam,VNM,6.2743,Fertility
Viet Nam,VNM,6.384574,Fertility
Viet Nam,VNM,6.285219,Fertility
Viet Nam,VNM,6.155883,Fertility
Viet Nam,VNM,5.968346,Fertility
Viet Nam,VNM,5.883366,Fertility
Viet Nam,VNM,6.029234,Fertility
Viet Nam,VNM,6.01341,Fertility
Viet Nam,VNM,6.01916,Fertility
Viet Nam,VNM,6.068642,Fertility
Viet Nam,VNM,6.099835,Fertility
Viet Nam,VNM,6.108236,Fertility
Viet Nam,VNM,5.820086,Fertility
Viet Nam,VNM,5.641536,Fertility
Viet Nam,VNM,5.450011,Fertility
Viet Nam,VNM,5.262391,Fertility
Viet Nam,VNM,5.118947,Fertility
Viet Nam,VNM,4.986048,Fertility
Viet Nam,VNM,4.858041,Fertility
Viet Nam,VNM,4.751506,Fertility
Viet Nam,VNM,4.620671,Fertility
Viet Nam,VNM,4.485937,Fertility
Viet Nam,VNM,4.34882,Fertility
Viet Nam,VNM,4.215266,Fertility
Viet Nam,VNM,4.084346,Fertility
Viet Nam,VNM,3.937742,Fertility
Viet Nam,VNM,3.8138,Fertility
Viet Nam,VNM,3.701615,Fertility
Viet Nam,VNM,3.595709,Fertility
Viet Nam,VNM,3.475893,Fertility
Viet Nam,VNM,3.322465,Fertility
Viet Nam,VNM,3.142795,Fertility
Viet Nam,VNM,2.919655,Fertility
Viet Nam,VNM,2.66352,Fertility
Viet Nam,VNM,2.444214,Fertility
