Country Name,Region,Numeric,Lower Confidence Limit,Upper Confidence Limit,Unnamed: 11
,African Region,20.78935,13.2963,30.26785,
,African Region,22.13162,14.24073,32.13338,
,African Region,19.60895,12.46911,28.61079,
,Eastern Mediterranean Region,24.53096,16.68678,33.99295,
,Eastern Mediterranean Region,27.10405,18.63257,37.28476,
,Eastern Mediterranean Region,21.80966,14.64945,30.4561,
,European Region,16.31766,12.72202,20.43849,
,European Region,21.73254,17.1193,26.89775,
,European Region,11.3388,8.74103,14.39524,
,Global,17.78306,13.27575,23.07514,
,Global,21.42136,16.2101,27.46308,
,Global,14.17079,10.39327,18.66072,
,Region of the Americas,14.0427,11.65587,16.85455,
,Region of the Americas,16.42605,13.82829,19.5248,
,Region of the Americas,11.82226,9.63764,14.35793,
,South-East Asian Region,21.61701,15.78293,28.16745,
,South-East Asian Region,24.61782,18.20861,31.8142,
,South-East Asian Region,18.50494,13.29057,24.33772,
,Western Pacific Region,15.57676,11.90922,19.74588,
,Western Pacific Region,19.9007,15.3117,25.00906,
,Western Pacific Region,11.07257,8.41207,14.17757,
Afghanistan,Eastern Mediterranean Region,35.27428,21.77959,49.79874,
Afghanistan,Eastern Mediterranean Region,34.37412,21.87447,47.91983,
Afghanistan,Eastern Mediterranean Region,36.16185,21.67719,51.61544,
Albania,European Region,11.39601,7.29982,16.85685,
Albania,European Region,16.68139,10.72818,24.46146,
Albania,European Region,6.04557,3.90775,8.90147,
Algeria,African Region,13.85875,8.91576,20.00592,
Algeria,African Region,14.8553,9.49103,21.5009,
Algeria,African Region,12.81713,8.31745,18.43383,
Angola,African Region,22.24695,13.77637,32.83812,
Angola,African Region,25.22424,16.10596,36.42551,
Angola,African Region,19.38185,11.55873,29.33734,
Antigua and Barbuda,Region of the Americas,17.54642,12.67217,23.19885,
Antigua and Barbuda,Region of the Americas,17.50648,12.67291,23.26412,
Antigua and Barbuda,Region of the Americas,17.57964,12.67002,23.14007,
Argentina,Region of the Americas,15.72067,12.54862,19.36578,
Argentina,Region of the Americas,19.70748,16.03574,23.93634,
Argentina,Region of the Americas,12.13572,9.43548,15.2169,
Armenia,European Region,19.92932,15.47366,24.96544,
Armenia,European Region,27.99897,22.17701,34.30996,
Armenia,European Region,13.37903,10.13892,17.2107,
Australia,Western Pacific Region,8.58537,6.73364,10.77368,
Australia,Western Pacific Region,10.36163,8.1785,12.9442,
Australia,Western Pacific Region,6.84083,5.32025,8.63112,
Austria,European Region,10.36782,8.25203,12.91779,
Austria,European Region,12.93048,10.49343,15.94364,
Austria,European Region,7.89751,6.10227,9.98131,
Azerbaijan,European Region,27.20014,19.36969,36.60186,
Azerbaijan,European Region,34.35508,24.92017,45.33945,
Azerbaijan,European Region,20.41903,14.27206,27.96514,
Bahamas,Region of the Americas,19.89816,14.42223,26.42556,
Bahamas,Region of the Americas,23.57082,17.20335,31.01537,
Bahamas,Region of the Americas,16.63826,11.98478,22.28553,
Bahrain,Eastern Mediterranean Region,16.05922,11.06296,22.2035,
Bahrain,Eastern Mediterranean Region,16.38267,11.24283,22.80809,
Bahrain,Eastern Mediterranean Region,15.4298,10.68617,21.10747,
Bangladesh,South-East Asian Region,18.88798,11.69142,28.3129,
Bangladesh,South-East Asian Region,21.21914,12.87841,31.9366,
Bangladesh,South-East Asian Region,16.24701,10.36349,24.11563,
Barbados,Region of the Americas,15.95721,11.3792,21.27555,
Barbados,Region of the Americas,17.48307,12.51317,23.25211,
Barbados,Region of the Americas,14.60594,10.38099,19.51179,
Belarus,European Region,23.75091,17.23874,31.85496,
Belarus,European Region,35.70079,26.6897,46.07993,
Belarus,European Region,13.56404,9.53142,19.04346,
Belgium,European Region,10.56445,8.38511,13.12799,
Belgium,European Region,12.97318,10.48574,15.96564,
Belgium,European Region,8.18572,6.31904,10.30912,
Belize,Region of the Americas,16.46762,12.33356,21.31024,
Belize,Region of the Americas,18.5173,13.86104,23.94097,
Belize,Region of the Americas,14.32824,10.74909,18.54149,
Benin,African Region,22.62415,14.02641,33.37122,
Benin,African Region,24.48938,15.15461,36.13172,
Benin,African Region,20.95486,13.03277,30.85258,
Bhutan,South-East Asian Region,18.45957,10.72131,29.03439,
Bhutan,South-East Asian Region,19.57084,11.21679,31.25349,
Bhutan,South-East Asian Region,17.15119,10.14264,26.36863,
Bolivia (Plurinational State of),Region of the Americas,17.88433,10.39345,27.45404,
Bolivia (Plurinational State of),Region of the Americas,17.45573,10.02911,26.91154,
Bolivia (Plurinational State of),Region of the Americas,18.32423,10.75815,28.01564,
Bosnia and Herzegovina,European Region,18.71701,13.06494,25.63667,
Bosnia and Herzegovina,European Region,23.95483,16.92196,32.38901,
Bosnia and Herzegovina,European Region,13.6442,9.40537,18.91625,
Botswana,African Region,27.0326,16.10268,40.20833,
Botswana,African Region,32.67685,20.60512,46.33305,
Botswana,African Region,22.65624,12.69036,35.31821,
Brazil,Region of the Americas,15.49638,13.87964,17.43299,
Brazil,Region of the Americas,18.64404,16.79888,20.86537,
Brazil,Region of the Americas,12.65531,11.2542,14.32329,
Brunei Darussalam,Western Pacific Region,18.5248,13.19271,24.96338,
Brunei Darussalam,Western Pacific Region,20.20572,14.56652,26.94563,
Brunei Darussalam,Western Pacific Region,16.74139,11.74234,22.84714,
Bulgaria,European Region,24.15713,17.40608,31.64805,
Bulgaria,European Region,32.14942,23.61238,41.2018,
Bulgaria,European Region,16.38867,11.55571,22.01834,
Burkina Faso,African Region,23.93053,15.20022,34.42818,
Burkina Faso,African Region,26.3973,16.98331,37.55603,
Burkina Faso,African Region,22.08354,13.89401,32.03286,
Burundi,African Region,24.96597,14.67586,38.32574,
Burundi,African Region,26.89445,16.00078,41.15257,
Burundi,African Region,23.21963,13.48623,35.71822,
Cabo Verde,African Region,17.44297,11.58413,24.71613,
Cabo Verde,African Region,23.17329,15.60332,32.17164,
Cabo Verde,African Region,12.69489,8.35738,18.29744,
Cambodia,Western Pacific Region,22.5075,14.37139,32.45142,
Cambodia,Western Pacific Region,27.49423,17.98465,38.64824,
Cambodia,Western Pacific Region,18.81115,11.75274,27.73237,
Cameroon,African Region,23.91907,14.21807,36.09645,
Cameroon,African Region,25.68502,15.45823,38.49551,
Cameroon,African Region,22.32152,13.1008,33.89796,
Canada,Region of the Americas,9.61899,7.59194,12.02558,
Canada,Region of the Americas,11.24308,9.00187,13.93293,
Canada,Region of the Americas,8.01182,6.20036,10.13148,
Central African Republic,African Region,36.00362,21.08338,53.62094,
Central African Republic,African Region,40.91103,25.36499,58.05276,
Central African Republic,African Region,31.79984,17.50875,49.74219,
Chad,African Region,22.73849,13.84579,33.79404,
Chad,African Region,22.91541,13.90886,34.19312,
Chad,African Region,22.6121,13.81737,33.46871,
Chile,Region of the Americas,10.03513,7.80681,12.62302,
Chile,Region of the Americas,11.97786,9.46032,14.88612,
Chile,Region of the Americas,8.25523,6.29808,10.54008,
China,Western Pacific Region,15.85141,12.28887,19.81489,
China,Western Pacific Region,20.23156,15.76156,25.11106,
China,Western Pacific Region,11.2267,8.66951,14.13905,
Colombia,Region of the Americas,9.73468,6.71688,13.64639,
Colombia,Region of the Americas,10.77118,7.37633,15.15564,
Colombia,Region of the Americas,8.85334,6.15947,12.35457,
Comoros,African Region,20.62296,12.1116,31.53365,
Comoros,African Region,20.71358,12.03856,32.22825,
Comoros,African Region,20.57235,12.2049,30.91868,
Congo,African Region,22.59979,13.57831,33.64114,
Congo,African Region,22.96151,13.99747,33.79922,
Congo,African Region,22.31896,13.22428,33.55244,
Costa Rica,Region of the Americas,9.53475,6.444,13.49185,
Costa Rica,Region of the Americas,11.04941,7.47364,15.54812,
Costa Rica,Region of the Americas,8.08026,5.46109,11.50373,
Côte d'Ivoire,African Region,21.71013,13.20398,32.00408,
Côte d'Ivoire,African Region,23.6246,14.38779,34.56532,
Côte d'Ivoire,African Region,19.47103,11.83313,28.9712,
Croatia,European Region,16.07339,11.50645,21.62711,
Croatia,European Region,21.79666,15.83968,28.82581,
Croatia,European Region,10.51811,7.38144,14.46663,
Cuba,Region of the Americas,16.58107,11.96301,21.7553,
Cuba,Region of the Americas,19.8425,14.6045,25.78689,
Cuba,Region of the Americas,13.46613,9.46397,17.85751,
Cyprus,European Region,8.19378,5.93708,10.95631,
Cyprus,European Region,10.67678,7.91291,14.01953,
Cyprus,European Region,5.74392,3.99939,7.91173,
Czechia,European Region,14.25335,10.53427,18.5917,
Czechia,European Region,18.83027,14.12744,24.23028,
Czechia,European Region,9.8088,7.0963,13.02109,
Democratic People's Republic of Korea,South-East Asian Region,23.93753,15.69958,33.57068,
Democratic People's Republic of Korea,South-East Asian Region,29.83736,20.11362,40.69833,
Democratic People's Republic of Korea,South-East Asian Region,18.62924,11.85735,26.89525,
Democratic Republic of the Congo,African Region,24.04843,13.74589,37.51797,
Democratic Republic of the Congo,African Region,25.97752,15.01108,40.10717,
Democratic Republic of the Congo,African Region,22.24394,12.57787,35.04904,
Denmark,European Region,10.77049,8.25765,13.54138,
Denmark,European Region,12.56388,9.8065,15.6843,
Denmark,European Region,9.00499,6.73879,11.42085,
Djibouti,Eastern Mediterranean Region,22.01451,12.33033,34.83617,
Djibouti,Eastern Mediterranean Region,23.42587,13.33946,36.89882,
Djibouti,Eastern Mediterranean Region,20.59985,11.32003,32.74701,
Dominican Republic,Region of the Americas,19.13208,12.09434,28.00739,
Dominican Republic,Region of the Americas,22.12487,14.06095,32.12916,
Dominican Republic,Region of the Americas,16.22097,10.20952,23.91589,
Ecuador,Region of the Americas,11.03699,7.48451,15.56639,
Ecuador,Region of the Americas,11.79355,7.98277,16.6803,
Ecuador,Region of the Americas,10.33245,7.02229,14.5238,
Egypt,Eastern Mediterranean Region,28.03471,17.77958,40.35998,
Egypt,Eastern Mediterranean Region,32.73745,21.01744,46.75897,
Egypt,Eastern Mediterranean Region,23.21557,14.5493,33.51162,
El Salvador,Region of the Americas,10.67081,6.89514,15.50199,
El Salvador,Region of the Americas,12.17354,7.81056,17.81989,
El Salvador,Region of the Americas,9.56049,6.22376,13.77293,
Equatorial Guinea,African Region,22.13812,11.62899,36.39415,
Equatorial Guinea,African Region,22.0765,12.02078,34.95885,
Equatorial Guinea,African Region,22.77886,11.49425,38.78746,
Eritrea,African Region,26.80168,15.71646,40.18379,
Eritrea,African Region,29.49623,17.48645,43.46904,
Eritrea,African Region,24.34764,14.13601,37.11861,
Estonia,European Region,14.90192,9.83196,20.62044,
Estonia,European Region,22.09626,14.85795,29.92072,
Estonia,European Region,8.83945,5.71991,12.5146,
Eswatini,African Region,35.24147,21.21123,50.96434,
Eswatini,African Region,45.16491,29.05792,61.58356,
Eswatini,African Region,24.10584,12.9382,38.11485,
Ethiopia,African Region,17.09935,11.29256,24.70396,
Ethiopia,African Region,17.3688,11.28587,25.43973,
Ethiopia,African Region,16.90312,11.33066,24.10922,
Fiji,Western Pacific Region,37.6787,26.94587,49.05193,
Fiji,Western Pacific Region,41.83677,30.6192,53.55893,
Fiji,Western Pacific Region,33.4329,23.23131,44.36161,
Finland,European Region,9.60175,7.4947,11.96204,
Finland,European Region,12.40962,9.85703,15.24655,
Finland,European Region,6.84981,5.19733,8.71861,
France,European Region,10.58292,8.20232,13.45291,
France,European Region,14.0,10.97299,17.56522,
France,European Region,7.33377,5.59027,9.50485,
Gabon,African Region,21.33054,12.66556,32.02001,
Gabon,African Region,26.04806,16.05071,37.82893,
Gabon,African Region,16.58929,9.33877,26.01692,
Gambia,African Region,21.08724,12.62235,31.65806,
Gambia,African Region,22.22766,13.41919,33.24483,
Gambia,African Region,19.97002,11.83827,30.1038,
Georgia,European Region,24.89242,18.92348,31.36921,
Georgia,European Region,35.54576,27.66794,43.60329,
Georgia,European Region,15.24941,11.27948,19.85242,
Germany,European Region,12.05419,9.64385,14.80829,
Germany,European Region,15.16285,12.31587,18.43713,
Germany,European Region,9.0062,7.0406,11.22294,
Ghana,African Region,22.46803,14.13174,32.46683,
Ghana,African Region,24.25252,15.13515,35.12368,
Ghana,African Region,20.79709,13.20748,29.93306,
Greece,European Region,12.47716,10.25482,14.99248,
Greece,European Region,17.23038,14.43453,20.38182,
Greece,European Region,7.97049,6.32004,9.83928,
Grenada,Region of the Americas,23.34891,17.75504,29.58058,
Grenada,Region of the Americas,26.3148,20.27391,32.98113,
Grenada,Region of the Americas,20.19991,15.10399,25.93336,
Guatemala,Region of the Americas,16.47276,11.66358,22.26491,
Guatemala,Region of the Americas,16.53266,11.57018,22.52228,
Guatemala,Region of the Americas,16.41779,11.73339,22.0495,
Guinea,African Region,24.90209,15.22445,36.70227,
Guinea,African Region,24.87503,15.10867,37.0271,
Guinea,African Region,24.95325,15.32421,36.53301,
Guinea-Bissau,African Region,24.85319,15.36146,36.31793,
Guinea-Bissau,African Region,27.3855,17.17514,39.42783,
Guinea-Bissau,African Region,22.98446,14.03063,33.99062,
Guyana,Region of the Americas,29.18983,20.91325,38.59834,
Guyana,Region of the Americas,32.05956,23.04799,42.13848,
Guyana,Region of the Americas,26.42193,18.87875,35.13477,
Haiti,Region of the Americas,31.33782,17.91679,47.98646,
Haiti,Region of the Americas,29.92362,17.54618,45.73589,
Haiti,Region of the Americas,32.60979,18.26579,49.96424,
Honduras,Region of the Americas,18.67587,10.75096,28.91428,
Honduras,Region of the Americas,17.87441,10.6045,27.18184,
Honduras,Region of the Americas,19.42576,10.90803,30.47968,
Hungary,European Region,22.12835,16.81206,28.14907,
Hungary,European Region,29.80351,23.09979,37.26217,
Hungary,European Region,15.16795,11.24309,19.64075,
Iceland,European Region,8.65321,6.62147,11.07134,
Iceland,European Region,10.24332,7.99469,12.89512,
Iceland,European Region,7.03302,5.22613,9.20704,
India,South-East Asian Region,21.85158,16.4898,27.65556,
India,South-East Asian Region,24.56677,18.8489,30.83679,
India,South-East Asian Region,18.9743,14.00428,24.25536,
Indonesia,South-East Asian Region,24.80398,17.91053,32.26571,
Indonesia,South-East Asian Region,28.37395,20.62145,36.47449,
Indonesia,South-East Asian Region,21.08994,15.13128,27.82013,
Iran (Islamic Republic of),Eastern Mediterranean Region,14.80349,12.80319,16.74565,
Iran (Islamic Republic of),Eastern Mediterranean Region,17.5656,15.40693,19.88154,
Iran (Islamic Republic of),Eastern Mediterranean Region,11.96267,10.13249,13.50231,
Iraq,Eastern Mediterranean Region,23.54735,16.53645,31.38827,
Iraq,Eastern Mediterranean Region,27.52188,19.60959,35.95823,
Iraq,Eastern Mediterranean Region,19.98732,13.82201,27.22999,
Ireland,European Region,9.65748,7.39992,12.3086,
Ireland,European Region,11.23266,8.7095,14.16993,
Ireland,European Region,8.10198,6.11082,10.46378,
Israel,European Region,8.78254,6.81784,11.18466,
Israel,European Region,10.88239,8.56357,13.69991,
Israel,European Region,6.82997,5.20461,8.82978,
Italy,European Region,8.96685,7.94224,10.11924,
Italy,European Region,11.26756,10.03367,12.65861,
Italy,European Region,6.78443,5.96424,7.70208,
Jamaica,Region of the Americas,16.87925,11.66035,23.0369,
Jamaica,Region of the Americas,16.34282,11.08773,22.40619,
Jamaica,Region of the Americas,17.37285,12.19158,23.61337,
Japan,Western Pacific Region,8.26117,7.4305,9.16974,
Japan,Western Pacific Region,10.85234,9.7914,11.99498,
Japan,Western Pacific Region,5.66297,5.07004,6.32807,
Jordan,Eastern Mediterranean Region,15.30141,10.47095,21.16576,
Jordan,Eastern Mediterranean Region,17.03242,11.63616,23.50718,
Jordan,Eastern Mediterranean Region,13.57454,9.31566,18.81081,
Kazakhstan,European Region,22.41804,16.86348,28.39697,
Kazakhstan,European Region,31.1368,23.70256,38.68264,
Kazakhstan,European Region,15.28502,11.46773,19.67597,
Kenya,African Region,20.99061,14.57201,29.28194,
Kenya,African Region,22.68581,16.30502,30.55101,
Kenya,African Region,19.60495,13.1277,28.30711,
Kiribati,Western Pacific Region,50.84999,35.26263,65.98624,
Kiribati,Western Pacific Region,58.35062,41.65634,73.51211,
Kiribati,Western Pacific Region,43.67183,29.47298,58.23376,
Kuwait,Eastern Mediterranean Region,11.89492,8.67594,15.98072,
Kuwait,Eastern Mediterranean Region,13.76287,10.20589,18.20963,
Kuwait,Eastern Mediterranean Region,8.03239,5.53566,11.32975,
Kyrgyzstan,European Region,20.33676,16.10738,24.97105,
Kyrgyzstan,European Region,26.54138,21.22513,32.03498,
Kyrgyzstan,European Region,15.01775,11.79945,18.81419,
Lao People's Democratic Republic,Western Pacific Region,26.82164,17.00889,38.50536,
Lao People's Democratic Republic,Western Pacific Region,30.8543,19.72034,43.5996,
Lao People's Democratic Republic,Western Pacific Region,22.74073,14.33031,33.19491,
Latvia,European Region,21.6358,15.27382,29.07068,
Latvia,European Region,31.22429,22.70987,40.45797,
Latvia,European Region,13.51348,9.18997,19.04064,
Lebanon,Eastern Mediterranean Region,19.86696,13.24533,27.1644,
Lebanon,Eastern Mediterranean Region,24.17781,16.73427,32.21965,
Lebanon,Eastern Mediterranean Region,15.2084,9.51464,21.61147,
Lesotho,African Region,42.73358,25.58415,60.69545,
Lesotho,African Region,49.35137,32.01007,66.72839,
Lesotho,African Region,37.47267,20.59226,55.72615,
Liberia,African Region,17.75093,10.38004,27.49064,
Liberia,African Region,15.39543,8.74114,24.55956,
Liberia,African Region,19.80521,11.82182,30.02568,
Libya,Eastern Mediterranean Region,18.59222,11.93345,27.28323,
Libya,Eastern Mediterranean Region,19.69809,12.58537,29.31633,
Libya,Eastern Mediterranean Region,17.55534,11.3228,25.34033,
Lithuania,European Region,19.31542,14.28714,25.02288,
Lithuania,European Region,28.42679,21.46752,35.91045,
Lithuania,European Region,11.73376,8.48998,15.6531,
Luxembourg,European Region,9.74565,7.34699,12.69676,
Luxembourg,European Region,11.98067,9.14405,15.4856,
Luxembourg,European Region,7.39965,5.47124,9.74806,
Madagascar,African Region,25.98656,15.49704,38.98544,
Madagascar,African Region,26.43436,15.57376,40.18017,
Madagascar,African Region,25.61138,15.4513,37.92038,
Malawi,African Region,22.55138,13.82686,33.47023,
Malawi,African Region,25.53324,16.02846,37.27681,
Malawi,African Region,20.02703,11.99136,30.19062,
Malaysia,Western Pacific Region,18.44623,12.59912,25.61098,
Malaysia,Western Pacific Region,21.7955,15.18148,29.8484,
Malaysia,Western Pacific Region,14.88907,9.89168,21.03068,
Maldives,South-East Asian Region,11.57016,7.77967,16.39049,
Maldives,South-East Asian Region,13.57785,9.2304,19.10206,
Maldives,South-East Asian Region,9.26915,6.13378,13.23745,
Mali,African Region,22.33635,13.28309,33.48873,
Mali,African Region,19.97751,11.44244,30.9023,
Mali,African Region,24.31758,14.83872,35.64996,
Malta,European Region,10.52524,7.95465,13.62127,
Malta,European Region,12.85151,9.94056,16.36359,
Malta,European Region,8.17539,5.95709,10.8356,
Mauritania,African Region,16.10187,9.29582,24.75314,
