Location,Age,Value
Slovakia,60,341718.0
Slovakia,65,337713.0
Slovakia,70,276449.0
Slovakia,75,174693.5
Slovakia,80,109454.0
Slovakia,85,54973.0
Slovakia,90,22961.0
Slovakia,95,5081.5
Slovakia,100,504.0
Slovenia,0,97087.5
Slovenia,5,105994.5
Slovenia,10,114060.0
Slovenia,15,101507.5
Slovenia,20,100289.5
Slovenia,25,113303.0
Slovenia,30,126036.0
Slovenia,35,144808.5
Slovenia,40,159694.0
Slovenia,45,158494.5
Slovenia,50,147257.0
Slovenia,55,152979.5
Slovenia,60,144142.5
Slovenia,65,138371.5
Slovenia,70,117965.5
Slovenia,75,78005.0
Slovenia,80,62215.0
Slovenia,85,37055.5
Slovenia,90,16154.5
Slovenia,95,3851.0
Slovenia,100,402.5
Spain,0,1799044.0
Spain,5,2157510.5
Spain,10,2441928.0
Spain,15,2546358.5
Spain,20,2457761.5
Spain,25,2483552.0
Spain,30,2697876.0
Spain,35,2946811.0
Spain,40,3576425.0
Spain,45,4006307.0
Spain,50,3789601.5
Spain,55,3584618.5
Spain,60,3178268.0
Spain,65,2670455.5
Spain,70,2275919.0
Spain,75,1954343.0
Spain,80,1327458.0
Spain,85,980534.5
Spain,90,498748.0
Spain,95,129703.0
Spain,100,16405.0
Sweden,0,583599.5
Sweden,5,627254.5
Sweden,10,637761.5
Sweden,15,620020.0
Sweden,20,597802.0
Sweden,25,654403.0
Sweden,30,786830.5
Sweden,35,707529.0
Sweden,40,653928.0
Sweden,45,650118.5
Sweden,50,662425.5
Sweden,55,682224.5
Sweden,60,580512.0
Sweden,65,544211.5
Sweden,70,521266.0
Sweden,75,502641.5
Sweden,80,319693.5
Sweden,85,176742.0
Sweden,90,79271.5
Sweden,95,21177.5
Sweden,100,2674.0
Switzerland,0,435291.0
Switzerland,5,446286.5
Switzerland,10,438210.5
Switzerland,15,427436.5
Switzerland,20,458196.5
Switzerland,25,528689.0
Switzerland,30,615114.5
Switzerland,35,629405.5
Switzerland,40,620671.5
Switzerland,45,592088.0
Switzerland,50,628746.0
Switzerland,55,663923.0
Switzerland,60,582726.0
Switzerland,65,470521.0
Switzerland,70,401972.5
Switzerland,75,358125.5
Switzerland,80,253440.0
Switzerland,85,154930.5
Switzerland,90,71261.0
Switzerland,95,17647.0
Switzerland,100,1987.0
Ukraine,0,1301776.0
Ukraine,5,1972154.0
Ukraine,10,2376084.5
Ukraine,15,1658347.0
Ukraine,20,857661.5
Ukraine,25,1286213.5
Ukraine,30,2288849.0
Ukraine,35,3193279.0
Ukraine,40,3054517.5
Ukraine,45,2901139.5
Ukraine,50,2786329.0
Ukraine,55,2679600.0
Ukraine,60,2972151.5
Ukraine,65,2517734.5
Ukraine,70,2054995.5
Ukraine,75,1101674.0
Ukraine,80,981908.5
Ukraine,85,538654.0
Ukraine,90,170892.0
Ukraine,95,45768.5
Ukraine,100,4904.5
North Macedonia,0,100837.0
North Macedonia,5,113915.5
North Macedonia,10,117295.5
North Macedonia,15,115103.0
North Macedonia,20,133764.0
North Macedonia,25,147343.5
North Macedonia,30,155679.5
North Macedonia,35,163424.5
North Macedonia,40,161481.5
North Macedonia,45,149808.5
North Macedonia,50,140171.0
North Macedonia,55,138751.5
North Macedonia,60,132500.5
North Macedonia,65,117200.5
North Macedonia,70,91755.5
North Macedonia,75,56455.5
North Macedonia,80,32078.5
North Macedonia,85,13852.0
North Macedonia,90,3658.0
North Macedonia,95,565.5
North Macedonia,100,38.0
United Kingdom,0,3476509.5
United Kingdom,5,3988671.0
United Kingdom,10,4196842.0
United Kingdom,15,3942084.5
United Kingdom,20,3873955.0
United Kingdom,25,4373239.5
United Kingdom,30,4604477.5
United Kingdom,35,4477573.5
United Kingdom,40,4370859.5
United Kingdom,45,4004631.5
United Kingdom,50,4465246.0
United Kingdom,55,4595309.0
United Kingdom,60,4187002.0
United Kingdom,65,3526875.5
United Kingdom,70,3177730.5
United Kingdom,75,2864542.0
United Kingdom,80,1796030.0
United Kingdom,85,1128257.5
United Kingdom,90,513998.5
United Kingdom,95,149083.5
United Kingdom,100,23884.0
Guernsey,0,3049.5
Guernsey,5,3192.5
Guernsey,10,3687.0
Guernsey,15,3944.0
Guernsey,20,4295.0
Guernsey,25,4494.0
Guernsey,30,4522.0
Guernsey,35,4198.0
Guernsey,40,4310.5
Guernsey,45,4217.0
Guernsey,50,4764.5
Guernsey,55,4418.0
Guernsey,60,3692.0
Guernsey,65,2846.5
Guernsey,70,2671.0
Guernsey,75,2431.5
Guernsey,80,1400.0
Guernsey,85,895.5
Guernsey,90,368.5
Guernsey,95,116.0
Guernsey,100,31.0
Jersey,0,5608.5
Jersey,5,5198.0
Jersey,10,5613.5
Jersey,15,5813.0
Jersey,20,6642.0
Jersey,25,8140.5
Jersey,30,8696.5
Jersey,35,8267.0
Jersey,40,8414.5
Jersey,45,7744.5
Jersey,50,8080.5
Jersey,55,8285.5
Jersey,60,6864.5
Jersey,65,5513.5
Jersey,70,4592.0
Jersey,75,3708.0
Jersey,80,2316.0
Jersey,85,1469.5
Jersey,90,615.5
Jersey,95,183.5
Jersey,100,36.0
Isle of Man,0,3506.5
Isle of Man,5,3929.0
Isle of Man,10,4755.5
Isle of Man,15,4565.0
Isle of Man,20,4276.5
Isle of Man,25,4409.5
Isle of Man,30,4865.5
Isle of Man,35,5077.0
Isle of Man,40,5342.0
Isle of Man,45,5404.0
Isle of Man,50,6534.0
Isle of Man,55,6641.0
Isle of Man,60,6181.5
Isle of Man,65,5112.5
Isle of Man,70,4791.0
Isle of Man,75,4182.0
Isle of Man,80,2658.5
Isle of Man,85,1549.0
Isle of Man,90,657.0
Isle of Man,95,221.0
Isle of Man,100,52.0
American Samoa,0,3779.5
American Samoa,5,4050.5
American Samoa,10,4050.5
American Samoa,15,3642.0
American Samoa,20,3126.0
American Samoa,25,3532.5
American Samoa,30,3543.0
American Samoa,35,2185.5
American Samoa,40,2380.0
American Samoa,45,2637.0
American Samoa,50,2720.0
American Samoa,55,2654.0
American Samoa,60,2237.0
American Samoa,65,1542.5
American Samoa,70,991.5
American Samoa,75,513.0
American Samoa,80,224.5
American Samoa,85,85.0
American Samoa,90,17.5
American Samoa,95,3.0
American Samoa,100,0.0
Antigua and Barbuda,0,5461.5
Antigua and Barbuda,5,5369.0
Antigua and Barbuda,10,6318.5
Antigua and Barbuda,15,6410.0
Antigua and Barbuda,20,6816.5
Antigua and Barbuda,25,7387.5
Antigua and Barbuda,30,7215.5
Antigua and Barbuda,35,7063.5
Antigua and Barbuda,40,6572.0
Antigua and Barbuda,45,6458.0
Antigua and Barbuda,50,6775.5
Antigua and Barbuda,55,6598.0
Antigua and Barbuda,60,5369.0
Antigua and Barbuda,65,3943.0
Antigua and Barbuda,70,2817.0
Antigua and Barbuda,75,1802.5
Antigua and Barbuda,80,1032.0
Antigua and Barbuda,85,561.0
Antigua and Barbuda,90,238.0
Antigua and Barbuda,95,76.5
Antigua and Barbuda,100,13.5
Argentina,0,3173295.5
Argentina,5,3613495.0
Argentina,10,3619490.0
Argentina,15,3500823.0
Argentina,20,3475406.0
Argentina,25,3513414.0
Argentina,30,3431440.0
Argentina,35,3237103.0
Argentina,40,3159882.0
Argentina,45,2931180.5
Argentina,50,2468825.0
Argentina,55,2170965.0
Argentina,60,1958425.0
Argentina,65,1726677.5
Argentina,70,1407936.5
Argentina,75,1056199.5
Argentina,80,678148.0
Argentina,85,386524.0
Argentina,90,186977.0
Argentina,95,64479.5
Argentina,100,13198.0
Australia,0,1525324.0
Australia,5,1604347.0
Australia,10,1623993.5
Australia,15,1565990.5
Australia,20,1626770.0
Australia,25,1901395.0
Australia,30,1998678.0
Australia,35,1942609.0
Australia,40,1771395.5
Australia,45,1622045.5
Australia,50,1673219.5
Australia,55,1524047.5
Australia,60,1502634.5
Australia,65,1319989.5
Australia,70,1146441.0
Australia,75,923303.5
Australia,80,591873.5
Australia,85,351368.5
Australia,90,165143.0
Australia,95,51285.0
Australia,100,7258.0
Bahamas,0,23198.0
Bahamas,5,24475.5
Bahamas,10,28617.5
Bahamas,15,33075.5
Bahamas,20,33995.0
Bahamas,25,34902.0
Bahamas,30,33138.0
Bahamas,35,29382.5
Bahamas,40,29180.5
Bahamas,45,28944.0
Bahamas,50,28549.0
Bahamas,55,25315.5
Bahamas,60,21542.5
Bahamas,65,14969.0
Bahamas,70,9581.0
Bahamas,75,6549.5
Bahamas,80,4112.0
Bahamas,85,2053.5
Bahamas,90,778.5
Bahamas,95,218.0
Bahamas,100,46.5
Barbados,0,15038.5
Barbados,5,15211.5
Barbados,10,16626.5
Barbados,15,18036.0
Barbados,20,18861.5
Barbados,25,17831.5
Barbados,30,18913.5
Barbados,35,18397.0
Barbados,40,18568.5
Barbados,45,18779.0
Barbados,50,19552.0
Barbados,55,19478.5
Barbados,60,19286.0
Barbados,65,16854.0
Barbados,70,12690.0
Barbados,75,9167.5
Barbados,80,5137.0
Barbados,85,2553.0
Barbados,90,839.0
Barbados,95,159.0
Barbados,100,16.0
Bermuda,0,2573.5
Bermuda,5,3204.0
Bermuda,10,3419.5
Bermuda,15,3421.5
Bermuda,20,3464.0
Bermuda,25,2974.0
Bermuda,30,2790.0
Bermuda,35,3857.5
Bermuda,40,4656.5
Bermuda,45,4728.0
Bermuda,50,5007.5
Bermuda,55,5072.0
Bermuda,60,5302.5
Bermuda,65,4528.0
Bermuda,70,3482.0
Bermuda,75,2507.0
Bermuda,80,1581.0
Bermuda,85,954.0
Bermuda,90,432.5
Bermuda,95,95.5
Bermuda,100,18.5
Bolivia (Plurinational State of),0,1277088.5
Bolivia (Plurinational State of),5,1257810.0
Bolivia (Plurinational State of),10,1242004.0
Bolivia (Plurinational State of),15,1196509.5
Bolivia (Plurinational State of),20,1137846.0
Bolivia (Plurinational State of),25,1078855.5
Bolivia (Plurinational State of),30,1011673.0
Bolivia (Plurinational State of),35,882478.0
Bolivia (Plurinational State of),40,749687.5
Bolivia (Plurinational State of),45,639168.5
Bolivia (Plurinational State of),50,532357.0
Bolivia (Plurinational State of),55,433810.5
Bolivia (Plurinational State of),60,344954.0
Bolivia (Plurinational State of),65,250261.5
Bolivia (Plurinational State of),70,168786.5
Bolivia (Plurinational State of),75,108297.5
Bolivia (Plurinational State of),80,52302.0
Bolivia (Plurinational State of),85,19079.0
Bolivia (Plurinational State of),90,4845.5
Bolivia (Plurinational State of),95,705.5
Bolivia (Plurinational State of),100,51.5
Brazil,0,13815080.5
Brazil,5,14624295.5
Brazil,10,14851855.5
Brazil,15,15526776.5
Brazil,20,16548757.0
Brazil,25,17092006.0
Brazil,30,17069026.5
Brazil,35,17468664.0
Brazil,40,16753710.0
Brazil,45,14801821.0
Brazil,50,13170500.0
Brazil,55,12068185.5
Brazil,60,10529917.0
Brazil,65,8283673.0
Brazil,70,6143243.5
Brazil,75,3936283.5
Brazil,80,2404418.5
Brazil,85,1028289.5
Brazil,90,265712.0
Brazil,95,37799.0
Brazil,100,2432.0
Belize,0,36085.5
Belize,5,38818.5
Belize,10,37086.0
Belize,15,38626.0
Belize,20,39667.5
Belize,25,38046.5
Belize,30,35241.5
Belize,35,30706.5
Belize,40,26031.5
Belize,45,22224.0
Belize,50,19237.0
Belize,55,15311.5
Belize,60,12191.5
Belize,65,8604.0
Belize,70,5795.5
Belize,75,3516.0
Belize,80,2081.0
Belize,85,1040.5
Belize,90,412.0
Belize,95,93.5
Belize,100,9.0
Solomon Islands,0,103043.0
Solomon Islands,5,97705.5
Solomon Islands,10,87208.5
Solomon Islands,15,75516.0
Solomon Islands,20,66230.5
Solomon Islands,25,57359.0
Solomon Islands,30,49078.0
Solomon Islands,35,43374.5
Solomon Islands,40,38153.5
Solomon Islands,45,32635.5
Solomon Islands,50,27893.5
Solomon Islands,55,21131.5
Solomon Islands,60,15210.5
Solomon Islands,65,10296.5
Solomon Islands,70,7332.0
Solomon Islands,75,4708.0
Solomon Islands,80,2345.0
Solomon Islands,85,905.0
Solomon Islands,90,256.0
Solomon Islands,95,40.5
Solomon Islands,100,2.0
British Virgin Islands,0,1178.5
British Virgin Islands,5,1381.0
British Virgin Islands,10,1751.0
British Virgin Islands,15,2242.5
British Virgin Islands,20,2129.0
British Virgin Islands,25,2204.0
British Virgin Islands,30,2220.0
British Virgin Islands,35,2507.0
British Virgin Islands,40,2922.5
British Virgin Islands,45,2727.0
British Virgin Islands,50,2643.0
British Virgin Islands,55,2313.5
British Virgin Islands,60,2010.5
British Virgin Islands,65,1403.5
British Virgin Islands,70,923.0
British Virgin Islands,75,592.0
British Virgin Islands,80,259.0
British Virgin Islands,85,90.5
British Virgin Islands,90,33.5
British Virgin Islands,95,7.0
British Virgin Islands,100,0.0
Canada,0,1901996.0
Canada,5,1993401.5
Canada,10,2078946.0
Canada,15,2085161.5
Canada,20,2367192.5
Canada,25,2665570.5
Canada,30,2759595.0
Canada,35,2695138.5
Canada,40,2600987.5
Canada,45,2424041.5
Canada,50,2412257.0
Canada,55,2554068.5
Canada,60,2662841.5
Canada,65,2361602.0
Canada,70,1916468.0
Canada,75,1460280.0
Canada,80,924049.5
Canada,85,548951.5
Canada,90,272372.0
Canada,95,83005.5
Canada,100,13365.5
Cayman Islands,0,3454.0
Cayman Islands,5,4319.5
Cayman Islands,10,3813.0
Cayman Islands,15,3013.5
Cayman Islands,20,3323.5
Cayman Islands,25,4792.0
Cayman Islands,30,6242.5
Cayman Islands,35,6768.5
Cayman Islands,40,6699.5
Cayman Islands,45,6405.0
Cayman Islands,50,5925.5
Cayman Islands,55,4996.0
Cayman Islands,60,3645.0
Cayman Islands,65,2382.5
Cayman Islands,70,1632.0
Cayman Islands,75,1033.5
Cayman Islands,80,537.0
Cayman Islands,85,241.0
Cayman Islands,90,70.5
Cayman Islands,95,15.0
Cayman Islands,100,1.0
Chile,0,1139774.5
Chile,5,1196335.0
Chile,10,1232034.0
Chile,15,1188989.0
Chile,20,1327008.0
Chile,25,1544321.5
Chile,30,1638146.0
Chile,35,1523710.0
Chile,40,1392921.5
Chile,45,1313294.5
Chile,50,1258767.0
Chile,55,1181878.5
Chile,60,1048116.5
Chile,65,880819.5
Chile,70,689223.0
Chile,75,468625.5
Chile,80,300222.5
Chile,85,182050.5
Chile,90,89179.0
Chile,95,29316.5
Chile,100,4857.5
Colombia,0,3615288.0
Colombia,5,3678582.0
Colombia,10,3706509.0
Colombia,15,3918647.0
Colombia,20,4282994.0
Colombia,25,4484221.5
Colombia,30,4386127.0
Colombia,35,4035158.5
Colombia,40,3659932.0
Colombia,45,3211666.5
Colombia,50,2957130.5
Colombia,55,2837351.0
Colombia,60,2431145.0
Colombia,65,1865183.0
Colombia,70,1339335.5
Colombia,75,870117.0
Colombia,80,501657.0
Colombia,85,223595.5
Colombia,90,67055.0
Colombia,95,12064.5
Colombia,100,1408.0
Cook Islands,0,1369.5
Cook Islands,5,1379.0
Cook Islands,10,1269.0
Cook Islands,15,1273.0
Cook Islands,20,1205.0
Cook Islands,25,1121.0
Cook Islands,30,1032.0
Cook Islands,35,978.0
Cook Islands,40,956.5
Cook Islands,45,1027.0
Cook Islands,50,1144.5
Cook Islands,55,1200.5
Cook Islands,60,1022.5
Cook Islands,65,791.0
Cook Islands,70,567.5
Cook Islands,75,351.0
Cook Islands,80,224.5
Cook Islands,85,99.0
Cook Islands,90,28.0
Cook Islands,95,5.0
Cook Islands,100,0.0
Costa Rica,0,311812.5
Costa Rica,5,350889.5
Costa Rica,10,368577.0
Costa Rica,15,368312.5
Costa Rica,20,387311.5
Costa Rica,25,410275.0
Costa Rica,30,425935.5
Costa Rica,35,422763.5
Costa Rica,40,380938.0
Costa Rica,45,332175.0
Costa Rica,50,304180.0
Costa Rica,55,297955.0
Costa Rica,60,267091.0
Costa Rica,65,207432.0
Costa Rica,70,154544.0
Costa Rica,75,109029.5
Costa Rica,80,66924.0
Costa Rica,85,33051.0
Costa Rica,90,10777.0
Costa Rica,95,2024.5
Costa Rica,100,175.0
Cuba,0,520449.0
Cuba,5,593977.0
Cuba,10,628486.0
Cuba,15,593795.0
Cuba,20,692088.5
Cuba,25,692923.0
Cuba,30,795504.0
Cuba,35,766473.5
Cuba,40,626371.0
Cuba,45,766318.0
Cuba,50,973711.0
Cuba,55,982014.5
Cuba,60,759537.5
Cuba,65,541223.0
Cuba,70,462564.5
Cuba,75,359290.0
Cuba,80,240475.5
Cuba,85,126549.5
Cuba,90,54670.0
Cuba,95,15698.0
Cuba,100,2330.5
Dominica,0,4730.0
Dominica,5,4538.0
Dominica,10,4894.0
Dominica,15,5422.5
Dominica,20,6050.0
Dominica,25,6545.0
Dominica,30,6265.5
Dominica,35,5382.5
Dominica,40,4684.0
Dominica,45,4213.0
Dominica,50,4898.5
Dominica,55,4543.5
Dominica,60,3701.0
Dominica,65,2728.0
Dominica,70,1854.0
Dominica,75,1279.0
Dominica,80,786.5
Dominica,85,390.5
Dominica,90,117.0
Dominica,95,17.5
Dominica,100,0.0
Dominican Republic,0,997720.5
Dominican Republic,5,1022258.5
Dominican Republic,10,1020477.0
Dominican Republic,15,967078.0
Dominican Republic,20,956477.0
Dominican Republic,25,931952.5
Dominican Republic,30,885267.0
Dominican Republic,35,796595.0
Dominican Republic,40,725155.5
Dominican Republic,45,646975.5
Dominican Republic,50,567406.5
Dominican Republic,55,509950.0
Dominican Republic,60,435933.0
Dominican Republic,65,330765.0
Dominican Republic,70,223841.0
Dominican Republic,75,141331.0
Dominican Republic,80,90483.5
Dominican Republic,85,54144.5
Dominican Republic,90,21880.0
Dominican Republic,95,6041.5
Dominican Republic,100,1240.0
Ecuador,0,1482638.0
Ecuador,5,1512650.5
Ecuador,10,1604510.5
Ecuador,15,1566546.5
Ecuador,20,1573209.0
Ecuador,25,1559927.5
Ecuador,30,1481453.0
Ecuador,35,1361015.0
Ecuador,40,1198128.5
Ecuador,45,1039699.0
Ecuador,50,910123.5
Ecuador,55,784664.5
Ecuador,60,646896.0
Ecuador,65,519848.0
Ecuador,70,397387.0
Ecuador,75,263537.5
Ecuador,80,166715.0
Ecuador,85,82400.5
Ecuador,90,30893.0
Ecuador,95,7212.5
Ecuador,100,1029.0
El Salvador,0,497720.0
El Salvador,5,534797.5
El Salvador,10,560591.0
El Salvador,15,561006.5
El Salvador,20,627400.5
El Salvador,25,627292.5
El Salvador,30,516322.5
El Salvador,35,398017.0
El Salvador,40,369668.0
El Salvador,45,345451.5
El Salvador,50,309510.0
El Salvador,55,266984.5
El Salvador,60,217944.0
El Salvador,65,177738.5
El Salvador,70,140985.0
El Salvador,75,100403.0
El Salvador,80,65403.0
El Salvador,85,31824.5
El Salvador,90,12388.0
El Salvador,95,3013.5
El Salvador,100,481.5
Falkland Islands (Malvinas),0,209.5
Falkland Islands (Malvinas),5,226.5
Falkland Islands (Malvinas),10,230.5
Falkland Islands (Malvinas),15,221.5
Falkland Islands (Malvinas),20,190.0
Falkland Islands (Malvinas),25,212.5
Falkland Islands (Malvinas),30,255.5
Falkland Islands (Malvinas),35,270.5
Falkland Islands (Malvinas),40,310.0
Falkland Islands (Malvinas),45,326.0
Falkland Islands (Malvinas),50,342.0
Falkland Islands (Malvinas),55,305.0
Falkland Islands (Malvinas),60,262.5
Falkland Islands (Malvinas),65,147.5
Falkland Islands (Malvinas),70,93.0
Falkland Islands (Malvinas),75,77.0
Falkland Islands (Malvinas),80,63.5
Falkland Islands (Malvinas),85,38.0
Falkland Islands (Malvinas),90,9.5
Falkland Islands (Malvinas),95,0.5
Falkland Islands (Malvinas),100,0.0
Fiji,0,87570.5
Fiji,5,90057.5
Fiji,10,87311.0
Fiji,15,82502.5
Fiji,20,74452.0
Fiji,25,73360.5
Fiji,30,72946.5
Fiji,35,69660.0
Fiji,40,65940.0
Fiji,45,52781.5
Fiji,50,44722.0
Fiji,55,41853.5
Fiji,60,36143.5
Fiji,65,26275.0
Fiji,70,15313.0
Fiji,75,8995.0
Fiji,80,4466.0
Fiji,85,1608.5
Fiji,90,360.0
Fiji,95,52.0
Fiji,100,5.0
French Guiana,0,37229.5
French Guiana,5,33535.5
French Guiana,10,28842.0
French Guiana,15,28989.5
French Guiana,20,27600.5
French Guiana,25,22914.5
French Guiana,30,18709.5
French Guiana,35,18571.0
French Guiana,40,18479.0
French Guiana,45,17512.0
French Guiana,50,16336.5
French Guiana,55,13364.5
French Guiana,60,10743.0
French Guiana,65,8212.5
French Guiana,70,5534.0
French Guiana,75,3128.5
French Guiana,80,1554.0
French Guiana,85,666.0
French Guiana,90,195.0
French Guiana,95,36.0
French Guiana,100,2.0
French Polynesia,0,19375.0
French Polynesia,5,21253.5
French Polynesia,10,23513.5
French Polynesia,15,22955.5
French Polynesia,20,22750.0
French Polynesia,25,21176.5
French Polynesia,30,23604.5
French Polynesia,35,24447.5
French Polynesia,40,22052.5
French Polynesia,45,19409.0
French Polynesia,50,19970.0
French Polynesia,55,19263.5
French Polynesia,60,16333.0
French Polynesia,65,12180.0
French Polynesia,70,8299.0
French Polynesia,75,6086.0
French Polynesia,80,3774.0
French Polynesia,85,1745.0
French Polynesia,90,516.0
French Polynesia,95,141.0
French Polynesia,100,26.5
Kiribati,0,16748.0
Kiribati,5,16153.0
Kiribati,10,15039.5
Kiribati,15,11966.0
Kiribati,20,11094.0
Kiribati,25,11250.5
Kiribati,30,10224.0
Kiribati,35,9210.0
Kiribati,40,7377.5
Kiribati,45,5577.5
Kiribati,50,5143.5
Kiribati,55,5006.0
Kiribati,60,3515.5
Kiribati,65,2222.5
Kiribati,70,1628.0
Kiribati,75,844.0
Kiribati,80,385.5
Kiribati,85,96.5
Kiribati,90,30.5
Kiribati,95,3.0
Kiribati,100,0.0
Greenland,0,4064.5
Greenland,5,3948.5
Greenland,10,3772.5
Greenland,15,3618.5
Greenland,20,3538.0
Greenland,25,4256.5
Greenland,30,4664.5
Greenland,35,4237.0
Greenland,40,3521.0
Greenland,45,2815.5
Greenland,50,3394.0
Greenland,55,4737.5
Greenland,60,4047.5
Greenland,65,2757.5
Greenland,70,1578.0
Greenland,75,923.0
Greenland,80,546.5
Greenland,85,159.0
Greenland,90,55.0
Greenland,95,8.5
Greenland,100,0.0
Grenada,0,9838.0
Grenada,5,10218.0
Grenada,10,10000.0
Grenada,15,9032.5
Grenada,20,8904.5
Grenada,25,9555.0
Grenada,30,11057.5
Grenada,35,11076.5
Grenada,40,8190.0
Grenada,45,6522.5
Grenada,50,6164.5
Grenada,55,6364.0
Grenada,60,6215.0
Grenada,65,4665.5
Grenada,70,3187.5
Grenada,75,2134.5
Grenada,80,1541.5
Grenada,85,994.0
Grenada,90,414.5
Grenada,95,96.5
Grenada,100,11.5
Guadeloupe,0,22135.0
Guadeloupe,5,23650.5
Guadeloupe,10,25009.5
Guadeloupe,15,27636.0
Guadeloupe,20,29225.5
Guadeloupe,25,26596.5
Guadeloupe,30,18703.5
Guadeloupe,35,14628.5
Guadeloupe,40,16869.0
Guadeloupe,45,22896.0
Guadeloupe,50,28457.0
Guadeloupe,55,30437.5
Guadeloupe,60,28200.0
Guadeloupe,65,23410.0
Guadeloupe,70,20128.0
Guadeloupe,75,15400.5
Guadeloupe,80,10429.0
Guadeloupe,85,6639.0
Guadeloupe,90,3570.0
Guadeloupe,95,1411.0
Guadeloupe,100,407.0
Guam,0,13776.5
Guam,5,15129.0
Guam,10,15714.0
Guam,15,13835.5
Guam,20,13223.0
Guam,25,12330.0
Guam,30,10551.0
Guam,35,9136.0
Guam,40,8541.0
Guam,45,9327.5
Guam,50,10515.5
Guam,55,10446.5
Guam,60,9199.0
Guam,65,7192.0
Guam,70,5741.0
Guam,75,3966.5
Guam,80,2120.5
Guam,85,1362.0
Guam,90,607.5
Guam,95,198.0
Guam,100,40.0
Guatemala,0,1857850.5
Guatemala,5,1983693.0
Guatemala,10,1921956.0
Guatemala,15,1881887.0
Guatemala,20,1837247.5
Guatemala,25,1675464.0
Guatemala,30,1467360.5
Guatemala,35,1227547.5
Guatemala,40,1022704.5
Guatemala,45,804648.0
Guatemala,50,621813.5
Guatemala,55,497601.5
Guatemala,60,399579.0
Guatemala,65,327359.0
Guatemala,70,237173.5
Guatemala,75,152897.5
Guatemala,80,92828.5
Guatemala,85,50392.5
Guatemala,90,23702.5
Guatemala,95,7074.0
Guatemala,100,1246.0
Guyana,0,78736.5
Guyana,5,77182.0
Guyana,10,75671.0
Guyana,15,72716.0
Guyana,20,73093.5
Guyana,25,72906.0
Guyana,30,62350.0
Guyana,35,48253.5
Guyana,40,45823.0
Guyana,45,45540.5
Guyana,50,41708.0
Guyana,55,36841.5
Guyana,60,30385.0
Guyana,65,21732.0
Guyana,70,14190.5
Guyana,75,8643.0
Guyana,80,4606.5
Guyana,85,2304.0
Guyana,90,789.0
Guyana,95,295.0
Guyana,100,67.5
Haiti,0,1275717.5
Haiti,5,1242687.5
Haiti,10,1209155.5
Haiti,15,1152974.5
Haiti,20,1092375.5
Haiti,25,1013296.5
Haiti,30,948899.5
Haiti,35,837620.5
Haiti,40,702000.0
Haiti,45,562370.0
Haiti,50,456608.5
Haiti,55,383034.0
Haiti,60,307919.5
Haiti,65,231116.0
Haiti,70,152728.0
Haiti,75,91645.5
Haiti,80,45764.0
Haiti,85,15535.5
Haiti,90,3031.5
Haiti,95,279.5
Haiti,100,4.5
Honduras,0,1065033.0
Honduras,5,1037991.5
Honduras,10,1040603.5
Honduras,15,1063632.0
Honduras,20,1060081.0
Honduras,25,975348.0
Honduras,30,868799.0
Honduras,35,771187.5
Honduras,40,682187.5
Honduras,45,558813.0
Honduras,50,426532.5
Honduras,55,324416.0
Honduras,60,255188.5
Honduras,65,196025.0
Honduras,70,136262.0
Honduras,75,75279.5
Honduras,80,36830.5
Honduras,85,14919.0
Honduras,90,4015.0
Honduras,95,612.0
Honduras,100,42.0
Jamaica,0,162706.0
Jamaica,5,182886.5
Jamaica,10,203327.0
Jamaica,15,223316.0
Jamaica,20,231138.0
Jamaica,25,263759.0
Jamaica,30,255131.5
Jamaica,35,241694.0
Jamaica,40,210550.5
Jamaica,45,178351.0
Jamaica,50,169263.5
Jamaica,55,155076.0
Jamaica,60,129314.0
Jamaica,65,92027.0
Jamaica,70,56957.0
Jamaica,75,39208.0
Jamaica,80,20618.5
Jamaica,85,7539.0
Jamaica,90,2308.0
Jamaica,95,347.5
Jamaica,100,25.5
Martinique,0,17420.5
Martinique,5,19097.0
Martinique,10,20676.0
Martinique,15,23400.5
Martinique,20,23722.0
Martinique,25,20763.5
Martinique,30,15769.5
Martinique,35,15142.5
Martinique,40,16287.0
Martinique,45,20847.5
Martinique,50,27397.0
Martinique,55,30692.0
Martinique,60,29604.0
Martinique,65,24892.5
Martinique,70,21061.0
Martinique,75,16001.0
Martinique,80,11483.0
Martinique,85,7692.0
Martinique,90,3620.0
Martinique,95,1181.0
Martinique,100,231.0
Mexico,0,9479920.0
Mexico,5,10484319.5
Mexico,10,10890108.5
Mexico,15,10803503.5
Mexico,20,10644124.5
Mexico,25,10284390.0
Mexico,30,9891155.0
Mexico,35,9307384.0
Mexico,40,8763730.5
Mexico,45,8171912.5
Mexico,50,7351927.0
Mexico,55,6257809.5
Mexico,60,5093487.0
Mexico,65,3984711.0
Mexico,70,2888329.5
Mexico,75,1919669.0
Mexico,80,1218685.0
Mexico,85,666270.5
Mexico,90,275008.0
Mexico,95,69764.5
Mexico,100,9357.5
Montserrat,0,186.5
Montserrat,5,153.5
Montserrat,10,207.5
Montserrat,15,286.0
Montserrat,20,334.5
Montserrat,25,328.5
Montserrat,30,224.5
Montserrat,35,253.0
Montserrat,40,237.0
Montserrat,45,310.5
Montserrat,50,370.0
Montserrat,55,390.5
Montserrat,60,312.5
Montserrat,65,267.0
Montserrat,70,250.5
Montserrat,75,154.0
Montserrat,80,76.0
Montserrat,85,37.5
