Location,Age,Value
Eswatini,30,102894.5
Eswatini,35,88396.5
Eswatini,40,68262.0
Eswatini,45,48747.5
Eswatini,50,38326.5
Eswatini,55,32446.0
Eswatini,60,26463.5
Eswatini,65,20447.0
Eswatini,70,14392.0
Eswatini,75,8134.5
Eswatini,80,3852.0
Eswatini,85,1373.0
Eswatini,90,362.5
Eswatini,95,74.0
Eswatini,100,6.5
Togo,0,1301005.0
Togo,5,1192239.5
Togo,10,1096079.0
Togo,15,953336.0
Togo,20,818651.0
Togo,25,696553.0
Togo,30,611479.5
Togo,35,532068.5
Togo,40,456882.5
Togo,45,382695.0
Togo,50,306116.5
Togo,55,239051.5
Togo,60,180258.0
Togo,65,130327.5
Togo,70,86306.5
Togo,75,46819.5
Togo,80,18386.5
Togo,85,4841.5
Togo,90,663.0
Togo,95,39.5
Togo,100,0.0
Tunisia,0,986222.0
Tunisia,5,1082649.0
Tunisia,10,1005313.5
Tunisia,15,876408.0
Tunisia,20,791507.0
Tunisia,25,858704.0
Tunisia,30,945635.0
Tunisia,35,986839.0
Tunisia,40,901474.5
Tunisia,45,838665.0
Tunisia,50,734495.5
Tunisia,55,692838.0
Tunisia,60,596095.5
Tunisia,65,452948.5
Tunisia,70,304399.5
Tunisia,75,203863.0
Tunisia,80,122800.5
Tunisia,85,56186.5
Tunisia,90,17859.5
Tunisia,95,3045.5
Tunisia,100,274.0
Uganda,0,8023641.0
Uganda,5,7103823.5
Uganda,10,6456320.5
Uganda,15,5723233.5
Uganda,20,4936263.0
Uganda,25,4138859.0
Uganda,30,3265877.0
Uganda,35,2402368.5
Uganda,40,1754584.5
Uganda,45,1392656.0
Uganda,50,1126273.5
Uganda,55,835975.5
Uganda,60,587175.5
Uganda,65,406681.5
Uganda,70,256310.5
Uganda,75,112040.0
Uganda,80,42284.5
Uganda,85,14050.5
Uganda,90,3297.0
Uganda,95,534.0
Uganda,100,85.0
Egypt,0,12161100.5
Egypt,5,12906668.0
Egypt,10,11702283.5
Egypt,15,10011901.0
Egypt,20,9212329.5
Egypt,25,8688739.0
Egypt,30,8614732.5
Egypt,35,8301010.0
Egypt,40,7193584.5
Egypt,45,5949598.5
Egypt,50,4956862.0
Egypt,55,4180808.5
Egypt,60,3301068.5
Egypt,65,2401801.5
Egypt,70,1566605.5
Egypt,75,954623.0
Egypt,80,394520.0
Egypt,85,169172.0
Egypt,90,43361.0
Egypt,95,5484.5
Egypt,100,345.0
United Republic of Tanzania,0,10976140.5
United Republic of Tanzania,5,9715975.5
United Republic of Tanzania,10,8387194.0
United Republic of Tanzania,15,7442049.0
United Republic of Tanzania,20,6148764.5
United Republic of Tanzania,25,4923936.0
United Republic of Tanzania,30,4153258.0
United Republic of Tanzania,35,3685799.0
United Republic of Tanzania,40,3155960.0
United Republic of Tanzania,45,2478205.0
United Republic of Tanzania,50,1844945.5
United Republic of Tanzania,55,1378371.5
United Republic of Tanzania,60,1061166.5
United Republic of Tanzania,65,831360.0
United Republic of Tanzania,70,592571.0
United Republic of Tanzania,75,386542.0
United Republic of Tanzania,80,181016.5
United Republic of Tanzania,85,68932.0
United Republic of Tanzania,90,20729.5
United Republic of Tanzania,95,4576.5
United Republic of Tanzania,100,613.5
Burkina Faso,0,3656272.5
Burkina Faso,5,3362661.5
Burkina Faso,10,3054997.0
Burkina Faso,15,2587602.5
Burkina Faso,20,2118035.0
Burkina Faso,25,1763740.0
Burkina Faso,30,1488024.5
Burkina Faso,35,1282995.0
Burkina Faso,40,1055808.5
Burkina Faso,45,812669.5
Burkina Faso,50,617497.0
Burkina Faso,55,488540.0
Burkina Faso,60,373998.5
Burkina Faso,65,264149.5
Burkina Faso,70,164589.5
Burkina Faso,75,103762.5
Burkina Faso,80,43423.5
Burkina Faso,85,11118.5
Burkina Faso,90,1517.0
Burkina Faso,95,82.0
Burkina Faso,100,1.0
Zambia,0,3179349.0
Zambia,5,2891693.0
Zambia,10,2660576.5
Zambia,15,2311193.5
Zambia,20,1930310.0
Zambia,25,1649437.5
Zambia,30,1414301.0
Zambia,35,1213276.5
Zambia,40,985306.0
Zambia,45,764250.5
Zambia,50,552113.0
Zambia,55,386815.0
Zambia,60,267308.0
Zambia,65,170064.5
Zambia,70,100158.5
Zambia,75,55587.5
Zambia,80,25895.0
Zambia,85,9190.5
Zambia,90,2427.0
Zambia,95,437.5
Zambia,100,47.5
Afghanistan,0,6726169.0
Afghanistan,5,6065636.5
Afghanistan,10,5305909.5
Afghanistan,15,4870702.0
Afghanistan,20,4250071.5
Afghanistan,25,3535094.5
Afghanistan,30,2759610.5
Afghanistan,35,2090358.5
Afghanistan,40,1677308.5
Afghanistan,45,1391538.0
Afghanistan,50,1103551.0
Afghanistan,55,837350.5
Afghanistan,60,614850.5
Afghanistan,65,435002.0
Afghanistan,70,286198.5
Afghanistan,75,179662.0
Afghanistan,80,79947.5
Afghanistan,85,25390.0
Afghanistan,90,4991.5
Afghanistan,95,495.5
Afghanistan,100,16.5
Azerbaijan,0,649514.5
Azerbaijan,5,840879.5
Azerbaijan,10,896372.0
Azerbaijan,15,750332.5
Azerbaijan,20,651331.5
Azerbaijan,25,784450.5
Azerbaijan,30,926828.0
Azerbaijan,35,908040.5
Azerbaijan,40,769078.5
Azerbaijan,45,634051.5
Azerbaijan,50,616597.5
Azerbaijan,55,620107.0
Azerbaijan,60,572111.0
Azerbaijan,65,379839.0
Azerbaijan,70,212946.5
Azerbaijan,75,89654.0
Azerbaijan,80,63567.5
Azerbaijan,85,36891.0
Azerbaijan,90,8859.5
Azerbaijan,95,1134.0
Azerbaijan,100,65.5
Bahrain,0,90147.5
Bahrain,5,105260.0
Bahrain,10,99952.5
Bahrain,15,87276.0
Bahrain,20,77435.0
Bahrain,25,121375.5
Bahrain,30,176837.5
Bahrain,35,192098.0
Bahrain,40,155693.5
Bahrain,45,117108.0
Bahrain,50,87916.0
Bahrain,55,66252.5
Bahrain,60,48323.0
Bahrain,65,29091.5
Bahrain,70,15685.5
Bahrain,75,7659.0
Bahrain,80,4434.5
Bahrain,85,2217.5
Bahrain,90,626.5
Bahrain,95,110.5
Bahrain,100,9.5
Bangladesh,0,14679981.0
Bangladesh,5,14528853.0
Bangladesh,10,14943842.0
Bangladesh,15,16347927.5
Bangladesh,20,16501304.5
Bangladesh,25,15238003.5
Bangladesh,30,14154794.5
Bangladesh,35,12939184.0
Bangladesh,40,11580955.0
Bangladesh,45,9986809.0
Bangladesh,50,8659808.0
Bangladesh,55,6911696.5
Bangladesh,60,5643914.5
Bangladesh,65,4481062.0
Bangladesh,70,2940173.5
Bangladesh,75,1818868.0
Bangladesh,80,1015389.5
Bangladesh,85,438583.0
Bangladesh,90,123352.5
Bangladesh,95,18741.5
Bangladesh,100,1076.0
Armenia,0,170060.5
Armenia,5,202186.5
Armenia,10,194210.5
Armenia,15,164183.5
Armenia,20,154276.5
Armenia,25,186089.5
Armenia,30,259210.0
Armenia,35,240486.5
Armenia,40,183990.0
Armenia,45,146090.5
Armenia,50,142435.0
Armenia,55,157789.5
Armenia,60,196403.5
Armenia,65,154595.5
Armenia,70,101048.5
Armenia,75,46660.0
Armenia,80,39906.0
Armenia,85,27159.5
Armenia,90,9090.0
Armenia,95,1976.5
Armenia,100,122.5
Bhutan,0,47948.0
Bhutan,5,56982.5
Bhutan,10,64643.0
Bhutan,15,69204.5
Bhutan,20,72470.5
Bhutan,25,76545.0
Bhutan,30,82822.0
Bhutan,35,71324.5
Bhutan,40,58996.0
Bhutan,45,45485.0
Bhutan,50,36301.0
Bhutan,55,30499.5
Bhutan,60,23985.0
Bhutan,65,19684.0
Bhutan,70,13466.5
Bhutan,75,8771.0
Bhutan,80,5111.0
Bhutan,85,2311.0
Bhutan,90,736.0
Bhutan,95,126.5
Bhutan,100,12.0
Brunei Darussalam,0,30760.0
Brunei Darussalam,5,33831.0
Brunei Darussalam,10,33869.0
Brunei Darussalam,15,32841.0
Brunei Darussalam,20,34489.5
Brunei Darussalam,25,33993.5
Brunei Darussalam,30,35931.5
Brunei Darussalam,35,39195.5
Brunei Darussalam,40,37782.5
Brunei Darussalam,45,34121.0
Brunei Darussalam,50,30901.5
Brunei Darussalam,55,25148.5
Brunei Darussalam,60,20000.5
Brunei Darussalam,65,13850.5
Brunei Darussalam,70,8240.0
Brunei Darussalam,75,4029.5
Brunei Darussalam,80,2252.5
Brunei Darussalam,85,948.0
Brunei Darussalam,90,287.0
Brunei Darussalam,95,47.0
Brunei Darussalam,100,4.0
Myanmar,0,4441952.5
Myanmar,5,4451498.5
Myanmar,10,4422250.0
Myanmar,15,4519364.5
Myanmar,20,4527782.0
Myanmar,25,4404457.5
Myanmar,30,4282529.5
Myanmar,35,4183940.0
Myanmar,40,3912087.5
Myanmar,45,3523779.0
Myanmar,50,3160491.5
Myanmar,55,2717363.0
Myanmar,60,2191736.0
Myanmar,65,1673775.0
Myanmar,70,1120478.5
Myanmar,75,600320.5
Myanmar,80,298933.0
Myanmar,85,115571.0
Myanmar,90,26712.0
Myanmar,95,2872.0
Myanmar,100,103.5
Cambodia,0,1577120.0
Cambodia,5,1643772.5
Cambodia,10,1618166.0
Cambodia,15,1517488.0
Cambodia,20,1354218.5
Cambodia,25,1288689.0
Cambodia,30,1407754.5
Cambodia,35,1389915.0
Cambodia,40,1081096.0
Cambodia,45,673210.5
Cambodia,50,889673.0
Cambodia,55,802697.0
Cambodia,60,664538.5
Cambodia,65,479024.0
Cambodia,70,282142.0
Cambodia,75,152444.5
Cambodia,80,80723.5
Cambodia,85,32169.0
Cambodia,90,8644.0
Cambodia,95,1256.0
Cambodia,100,84.5
Sri Lanka,0,1514936.0
Sri Lanka,5,1637350.0
Sri Lanka,10,1755068.5
Sri Lanka,15,1776540.0
Sri Lanka,20,1616918.0
Sri Lanka,25,1493898.0
Sri Lanka,30,1433303.0
Sri Lanka,35,1421533.0
Sri Lanka,40,1583820.5
Sri Lanka,45,1379410.5
Sri Lanka,50,1297674.5
Sri Lanka,55,1222101.5
Sri Lanka,60,1152032.0
Sri Lanka,65,948686.5
Sri Lanka,70,761846.0
Sri Lanka,75,486602.0
Sri Lanka,80,253241.5
Sri Lanka,85,115385.0
Sri Lanka,90,36261.0
Sri Lanka,95,6370.5
Sri Lanka,100,601.0
China,0,61144621.5
China,5,88717075.5
China,10,89479243.5
China,15,81860704.0
China,20,79435633.5
China,25,86235322.5
China,30,112524733.5
China,35,113828284.0
China,40,99678651.0
China,45,98369827.5
China,50,122376393.0
China,55,113952089.5
China,60,74673779.5
China,65,76066750.0
China,70,58532805.5
China,75,33572745.5
China,80,20061489.5
China,85,10746178.0
China,90,3696114.5
China,95,666433.5
China,100,52477.0
"China, Taiwan Province of China",0,939135.0
"China, Taiwan Province of China",5,1056690.5
"China, Taiwan Province of China",10,1009453.5
"China, Taiwan Province of China",15,1050062.5
"China, Taiwan Province of China",20,1360107.5
"China, Taiwan Province of China",25,1639992.0
"China, Taiwan Province of China",30,1665468.0
"China, Taiwan Province of China",35,1815115.5
"China, Taiwan Province of China",40,2066283.0
"China, Taiwan Province of China",45,1907286.5
"China, Taiwan Province of China",50,1745550.0
"China, Taiwan Province of China",55,1799259.0
"China, Taiwan Province of China",60,1693619.0
"China, Taiwan Province of China",65,1516499.5
"China, Taiwan Province of China",70,1090923.0
"China, Taiwan Province of China",75,679012.5
"China, Taiwan Province of China",80,472692.5
"China, Taiwan Province of China",85,260538.0
"China, Taiwan Province of China",90,114161.0
"China, Taiwan Province of China",95,34325.5
"China, Taiwan Province of China",100,7102.5
Cyprus,0,65044.0
Cyprus,5,67858.5
Cyprus,10,66739.5
Cyprus,15,63431.5
Cyprus,20,68105.5
Cyprus,25,82642.5
Cyprus,30,108346.5
Cyprus,35,118364.0
Cyprus,40,107278.0
Cyprus,45,90736.0
Cyprus,50,82972.0
Cyprus,55,76513.5
Cyprus,60,70555.0
Cyprus,65,59726.5
Cyprus,70,48733.0
Cyprus,75,37726.5
Cyprus,80,25114.5
Cyprus,85,13602.0
Cyprus,90,5243.5
Cyprus,95,1261.5
Cyprus,100,144.0
Georgia,0,246771.5
Georgia,5,281903.0
Georgia,10,266352.0
Georgia,15,218751.5
Georgia,20,205188.5
Georgia,25,224455.5
Georgia,30,274369.5
Georgia,35,276099.0
Georgia,40,249994.0
Georgia,45,237540.5
Georgia,50,227534.5
Georgia,55,229170.0
Georgia,60,240512.0
Georgia,65,195763.5
Georgia,70,151801.0
Georgia,75,84460.0
Georgia,80,67972.5
Georgia,85,36901.5
Georgia,90,10601.5
Georgia,95,2019.5
Georgia,100,121.0
State of Palestine,0,713115.0
State of Palestine,5,704179.0
State of Palestine,10,643072.0
State of Palestine,15,561662.5
State of Palestine,20,494429.0
State of Palestine,25,452509.0
State of Palestine,30,406538.5
State of Palestine,35,323620.5
State of Palestine,40,255701.5
State of Palestine,45,205603.5
State of Palestine,50,168037.0
State of Palestine,55,139994.5
State of Palestine,60,109762.0
State of Palestine,65,78634.0
State of Palestine,70,53748.5
State of Palestine,75,33310.5
State of Palestine,80,18086.5
State of Palestine,85,7211.0
State of Palestine,90,1748.5
State of Palestine,95,249.5
State of Palestine,100,17.5
"China, Hong Kong SAR",0,254778.5
"China, Hong Kong SAR",5,328199.5
"China, Hong Kong SAR",10,306163.0
"China, Hong Kong SAR",15,271681.5
"China, Hong Kong SAR",20,303357.5
"China, Hong Kong SAR",25,430902.5
"China, Hong Kong SAR",30,501041.0
"China, Hong Kong SAR",35,556876.0
"China, Hong Kong SAR",40,588452.0
"China, Hong Kong SAR",45,559503.5
"China, Hong Kong SAR",50,569502.5
"China, Hong Kong SAR",55,591812.0
"China, Hong Kong SAR",60,628106.0
"China, Hong Kong SAR",65,526783.0
"China, Hong Kong SAR",70,406331.0
"China, Hong Kong SAR",75,261015.0
"China, Hong Kong SAR",80,167761.0
"China, Hong Kong SAR",85,134184.0
"China, Hong Kong SAR",90,73844.0
"China, Hong Kong SAR",95,25368.0
"China, Hong Kong SAR",100,5947.0
India,0,113049137.5
India,5,118379987.5
India,10,124303899.0
India,15,126491039.0
India,20,127726577.5
India,25,122473550.0
India,30,116212116.5
India,35,108508180.5
India,40,96396678.5
India,45,84935209.0
India,50,74070980.5
India,55,62945513.0
India,60,52100682.5
India,65,40957994.0
India,70,28718860.0
India,75,16309234.0
India,80,9126166.5
India,85,4168810.5
India,90,1394948.5
India,95,315050.0
India,100,43048.5
Indonesia,0,22094345.0
Indonesia,5,23063180.5
Indonesia,10,23898663.0
Indonesia,15,22767689.5
Indonesia,20,21805401.5
Indonesia,25,21534161.0
Indonesia,30,20658349.5
Indonesia,35,20568597.5
Indonesia,40,20379195.5
Indonesia,45,18666051.0
Indonesia,50,16760442.5
Indonesia,55,14414669.0
Indonesia,60,11427635.5
Indonesia,65,8152392.5
Indonesia,70,5218429.0
Indonesia,75,3345812.0
Indonesia,80,1867062.5
Indonesia,85,714804.0
Indonesia,90,171969.5
Indonesia,95,23662.5
Indonesia,100,1609.5
Iran (Islamic Republic of),0,6157763.0
Iran (Islamic Republic of),5,7691851.5
Iran (Islamic Republic of),10,6886438.0
Iran (Islamic Republic of),15,5978266.0
Iran (Islamic Republic of),20,5482530.0
Iran (Islamic Republic of),25,6041310.0
Iran (Islamic Republic of),30,8082318.0
Iran (Islamic Republic of),35,8981383.5
Iran (Islamic Republic of),40,7851143.5
Iran (Islamic Republic of),45,6006762.0
Iran (Islamic Republic of),50,5120398.5
Iran (Islamic Republic of),55,4216729.5
Iran (Islamic Republic of),60,3600885.5
Iran (Islamic Republic of),65,2872061.5
Iran (Islamic Republic of),70,2051812.0
Iran (Islamic Republic of),75,1152040.5
Iran (Islamic Republic of),80,628353.5
Iran (Islamic Republic of),85,280309.0
Iran (Islamic Republic of),90,78125.0
Iran (Islamic Republic of),95,11560.5
Iran (Islamic Republic of),100,726.0
Iraq,0,5795845.5
Iraq,5,5714068.0
Iraq,10,5476792.5
Iraq,15,4685272.0
Iraq,20,4231518.0
Iraq,25,3784989.5
Iraq,30,3264337.5
Iraq,35,2716976.5
Iraq,40,2343364.0
Iraq,45,2046406.5
Iraq,50,1722757.5
Iraq,55,1328590.0
Iraq,60,851473.5
Iraq,65,616470.5
Iraq,70,465646.0
Iraq,75,266713.5
Iraq,80,134139.0
Iraq,85,47217.0
Iraq,90,10628.0
Iraq,95,1283.0
Iraq,100,72.0
Israel,0,883708.0
Israel,5,881601.5
Israel,10,798200.0
Israel,15,718883.0
Israel,20,671116.5
Israel,25,616911.0
Israel,30,593108.5
Israel,35,584749.0
Israel,40,558883.0
Israel,45,535560.0
Israel,50,465076.5
Israel,55,386401.0
Israel,60,363674.0
Israel,65,331104.5
Israel,70,300667.0
Israel,75,214846.5
Israel,80,124610.0
Israel,85,87859.5
Israel,90,41453.0
Israel,95,13628.0
Israel,100,2479.0
Japan,0,4127055.0
Japan,5,4775448.0
Japan,10,5238006.5
Japan,15,5485928.0
Japan,20,5948911.5
Japan,25,6120742.0
Japan,30,6214956.0
Japan,35,6822404.0
Japan,40,7534045.5
Japan,45,9101493.0
Japan,50,9316888.0
Japan,55,8126171.0
Japan,60,7410726.0
Japan,65,7261236.5
Japan,70,8878016.0
Japan,75,7595238.5
Japan,80,6110855.0
Japan,85,4155446.0
Japan,90,2168698.0
Japan,95,762178.5
Japan,100,140070.0
Kazakhstan,0,2025144.5
Kazakhstan,5,1958409.5
Kazakhstan,10,1826817.0
Kazakhstan,15,1481852.5
Kazakhstan,20,1144201.0
Kazakhstan,25,1221297.0
Kazakhstan,30,1490442.0
Kazakhstan,35,1535949.0
Kazakhstan,40,1264466.5
Kazakhstan,45,1144812.5
Kazakhstan,50,1036489.0
Kazakhstan,55,947074.0
Kazakhstan,60,923651.0
Kazakhstan,65,693837.0
Kazakhstan,70,458667.0
Kazakhstan,75,216540.5
Kazakhstan,80,150858.5
Kazakhstan,85,67987.0
Kazakhstan,90,14983.0
Kazakhstan,95,2965.5
Kazakhstan,100,189.5
Jordan,0,1181549.0
Jordan,5,1178087.5
Jordan,10,1211892.5
Jordan,15,1110204.5
Jordan,20,983812.0
Jordan,25,989633.5
Jordan,30,904645.0
Jordan,35,796738.5
Jordan,40,692968.0
Jordan,45,602310.5
Jordan,50,524701.0
Jordan,55,416248.5
Jordan,60,293283.5
Jordan,65,194952.0
Jordan,70,120472.0
Jordan,75,73088.5
Jordan,80,41156.0
Jordan,85,16576.5
Jordan,90,4071.5
Jordan,95,615.5
Jordan,100,46.5
Dem. People's Rep. of Korea,0,1693526.5
Dem. People's Rep. of Korea,5,1666926.0
Dem. People's Rep. of Korea,10,1569578.5
Dem. People's Rep. of Korea,15,1671666.5
Dem. People's Rep. of Korea,20,1811680.5
Dem. People's Rep. of Korea,25,1951350.0
Dem. People's Rep. of Korea,30,1935374.0
Dem. People's Rep. of Korea,35,1797864.5
Dem. People's Rep. of Korea,40,1668258.0
Dem. People's Rep. of Korea,45,1688195.0
Dem. People's Rep. of Korea,50,2144560.5
Dem. People's Rep. of Korea,55,1903379.5
Dem. People's Rep. of Korea,60,1468639.0
Dem. People's Rep. of Korea,65,1152028.5
Dem. People's Rep. of Korea,70,702601.5
Dem. People's Rep. of Korea,75,666563.0
Dem. People's Rep. of Korea,80,430907.0
Dem. People's Rep. of Korea,85,184635.0
Dem. People's Rep. of Korea,90,45207.5
Dem. People's Rep. of Korea,95,7237.0
Dem. People's Rep. of Korea,100,643.5
Republic of Korea,0,1491203.0
Republic of Korea,5,2031870.0
Republic of Korea,10,2294899.5
Republic of Korea,15,2284190.5
Republic of Korea,20,2902558.5
Republic of Korea,25,3560141.5
Republic of Korea,30,3499527.5
Republic of Korea,35,3380006.5
Republic of Korea,40,4069786.5
Republic of Korea,45,3939647.5
Republic of Korea,50,4477925.0
Republic of Korea,55,4124807.5
Republic of Korea,60,4210418.5
Republic of Korea,65,3283394.5
Republic of Korea,70,2230097.5
Republic of Korea,75,1636060.0
Republic of Korea,80,1302809.0
Republic of Korea,85,703214.5
Republic of Korea,90,282590.0
Republic of Korea,95,69198.0
Republic of Korea,100,9713.5
Kuwait,0,230448.5
Kuwait,5,304101.0
Kuwait,10,332937.5
Kuwait,15,258277.0
Kuwait,20,198037.5
Kuwait,25,159726.0
Kuwait,30,191850.5
Kuwait,35,394038.5
Kuwait,40,529538.0
Kuwait,45,528548.0
Kuwait,50,452142.0
Kuwait,55,295666.0
Kuwait,60,200122.5
Kuwait,65,121819.5
Kuwait,70,63123.5
Kuwait,75,26960.5
Kuwait,80,15714.0
Kuwait,85,5681.0
Kuwait,90,1185.0
Kuwait,95,176.0
Kuwait,100,15.0
Kyrgyzstan,0,786218.5
Kyrgyzstan,5,799731.5
Kyrgyzstan,10,724343.5
Kyrgyzstan,15,564273.0
Kyrgyzstan,20,502395.5
Kyrgyzstan,25,545073.5
Kyrgyzstan,30,573547.5
Kyrgyzstan,35,496739.5
Kyrgyzstan,40,362279.0
Kyrgyzstan,45,309983.5
Kyrgyzstan,50,272932.0
Kyrgyzstan,55,246686.5
Kyrgyzstan,60,231521.0
Kyrgyzstan,65,154474.0
Kyrgyzstan,70,92583.0
Kyrgyzstan,75,31467.0
Kyrgyzstan,80,24087.5
Kyrgyzstan,85,12872.0
Kyrgyzstan,90,3520.0
Kyrgyzstan,95,589.5
Kyrgyzstan,100,30.0
Lao People's Dem. Republic,0,784546.5
Lao People's Dem. Republic,5,776865.5
Lao People's Dem. Republic,10,748834.5
Lao People's Dem. Republic,15,732386.0
Lao People's Dem. Republic,20,717727.0
Lao People's Dem. Republic,25,682626.0
Lao People's Dem. Republic,30,639263.5
Lao People's Dem. Republic,35,564405.5
Lao People's Dem. Republic,40,463113.0
Lao People's Dem. Republic,45,379740.0
Lao People's Dem. Republic,50,315755.5
Lao People's Dem. Republic,55,266032.0
Lao People's Dem. Republic,60,213077.5
Lao People's Dem. Republic,65,151689.0
Lao People's Dem. Republic,70,97106.0
Lao People's Dem. Republic,75,56275.0
Lao People's Dem. Republic,80,28821.0
Lao People's Dem. Republic,85,11561.5
Lao People's Dem. Republic,90,3307.0
Lao People's Dem. Republic,95,569.0
Lao People's Dem. Republic,100,77.5
Lebanon,0,395738.0
Lebanon,5,510588.0
Lebanon,10,553510.0
Lebanon,15,482993.0
Lebanon,20,404722.5
Lebanon,25,339428.5
Lebanon,30,302010.0
Lebanon,35,319809.0
Lebanon,40,324405.0
Lebanon,45,304089.5
Lebanon,50,312256.5
Lebanon,55,302140.5
Lebanon,60,251788.5
Lebanon,65,199284.0
Lebanon,70,149086.0
Lebanon,75,101116.5
Lebanon,80,58822.5
Lebanon,85,29609.5
Lebanon,90,10447.5
Lebanon,95,1950.5
Lebanon,100,134.0
"China, Macao SAR",0,38178.0
"China, Macao SAR",5,38162.0
"China, Macao SAR",10,29260.5
"China, Macao SAR",15,25261.0
"China, Macao SAR",20,38437.5
"China, Macao SAR",25,54497.5
"China, Macao SAR",30,67428.5
"China, Macao SAR",35,66846.5
"China, Macao SAR",40,55487.5
"China, Macao SAR",45,49362.5
"China, Macao SAR",50,46383.0
"China, Macao SAR",55,50990.0
"China, Macao SAR",60,47637.0
"China, Macao SAR",65,37815.0
"China, Macao SAR",70,25960.5
"China, Macao SAR",75,13509.0
"China, Macao SAR",80,8749.0
"China, Macao SAR",85,6180.0
"China, Macao SAR",90,2876.5
"China, Macao SAR",95,952.0
"China, Macao SAR",100,176.0
Malaysia,0,2546485.5
Malaysia,5,2629124.5
Malaysia,10,2515605.0
Malaysia,15,2647556.5
Malaysia,20,2807611.5
Malaysia,25,2941307.5
Malaysia,30,3056119.5
Malaysia,35,2975243.0
Malaysia,40,2562378.0
Malaysia,45,2098250.5
Malaysia,50,1849854.5
Malaysia,55,1635959.5
Malaysia,60,1371574.0
Malaysia,65,1067011.0
Malaysia,70,742655.5
Malaysia,75,461434.0
Malaysia,80,249731.5
Malaysia,85,108308.0
Malaysia,90,33336.5
Malaysia,95,7667.5
Malaysia,100,1311.5
Maldives,0,36264.0
Maldives,5,38815.5
Maldives,10,37831.5
Maldives,15,30789.5
Maldives,20,31976.0
Maldives,25,46951.5
Maldives,30,63288.0
Maldives,35,64113.0
Maldives,40,47129.0
Maldives,45,33386.5
Maldives,50,26537.5
Maldives,55,20727.5
Maldives,60,16606.5
Maldives,65,10811.0
Maldives,70,6020.5
Maldives,75,4238.0
Maldives,80,3174.0
Maldives,85,1684.0
Maldives,90,539.0
Maldives,95,115.0
Maldives,100,24.0
Mongolia,0,360339.5
Mongolia,5,400031.0
Mongolia,10,351399.0
Mongolia,15,244982.0
Mongolia,20,226685.5
Mongolia,25,235950.5
Mongolia,30,288476.0
Mongolia,35,277001.5
Mongolia,40,232294.0
Mongolia,45,209298.5
Mongolia,50,178845.5
Mongolia,55,152930.5
Mongolia,60,121826.0
Mongolia,65,74861.5
Mongolia,70,41132.0
Mongolia,75,24346.5
Mongolia,80,16429.5
Mongolia,85,7092.5
Mongolia,90,2736.5
Mongolia,95,433.0
Mongolia,100,65.5
Oman,0,419576.0
Oman,5,461465.5
Oman,10,373079.0
Oman,15,282018.0
Oman,20,282636.0
Oman,25,481907.5
Oman,30,584884.5
Oman,35,554646.0
Oman,40,415508.0
Oman,45,279629.0
Oman,50,180952.0
Oman,55,116407.5
Oman,60,81382.5
Oman,65,54885.0
Oman,70,37355.0
Oman,75,20907.5
Oman,80,10244.0
Oman,85,5324.0
Oman,90,1335.0
Oman,95,224.0
Oman,100,18.0
Nepal,0,2977746.0
Nepal,5,2935299.0
Nepal,10,2905957.5
Nepal,15,3115797.5
Nepal,20,3257640.0
Nepal,25,2965943.5
Nepal,30,2396671.0
Nepal,35,1967684.0
Nepal,40,1709147.5
Nepal,45,1477764.0
Nepal,50,1279044.5
Nepal,55,1089299.5
Nepal,60,911845.0
Nepal,65,749111.0
Nepal,70,561966.5
Nepal,75,348985.0
Nepal,80,172717.0
Nepal,85,58479.5
Nepal,90,13417.5
Nepal,95,1844.5
Nepal,100,230.0
Pakistan,0,30015900.0
Pakistan,5,28886883.0
Pakistan,10,28018603.5
Pakistan,15,25466331.0
Pakistan,20,23179692.0
Pakistan,25,19910878.0
Pakistan,30,17333019.5
Pakistan,35,14469169.5
Pakistan,40,11769746.0
Pakistan,45,9625340.5
Pakistan,50,8172966.5
Pakistan,55,7158587.0
Pakistan,60,6025332.0
Pakistan,65,4461309.0
Pakistan,70,2869106.0
Pakistan,75,1840458.5
Pakistan,80,910228.0
Pakistan,85,303984.0
Pakistan,90,62604.5
Pakistan,95,5444.5
Pakistan,100,74.5
Philippines,0,12081669.0
Philippines,5,11650428.0
Philippines,10,11476127.0
Philippines,15,11036775.5
Philippines,20,10433923.0
Philippines,25,9825665.0
Philippines,30,9019960.5
Philippines,35,7878156.5
Philippines,40,7141380.5
Philippines,45,6293992.5
Philippines,50,5531535.5
Philippines,55,4644712.0
Philippines,60,3746109.0
Philippines,65,2840156.5
Philippines,70,1883863.0
Philippines,75,1042907.0
Philippines,80,537332.0
Philippines,85,209363.5
Philippines,90,53318.5
Philippines,95,9000.5
Philippines,100,993.0
Timor-Leste,0,157930.0
Timor-Leste,5,155204.5
Timor-Leste,10,152389.0
Timor-Leste,15,157643.0
Timor-Leste,20,145111.0
Timor-Leste,25,119446.5
Timor-Leste,30,97299.5
Timor-Leste,35,80007.5
Timor-Leste,40,59968.0
Timor-Leste,45,50579.0
Timor-Leste,50,47897.5
Timor-Leste,55,38259.5
Timor-Leste,60,28740.0
Timor-Leste,65,23372.0
Timor-Leste,70,21462.5
Timor-Leste,75,15417.5
Timor-Leste,80,6962.5
Timor-Leste,85,2216.0
Timor-Leste,90,573.5
Timor-Leste,95,109.5
Timor-Leste,100,7.5
Qatar,0,134426.0
Qatar,5,150923.0
Qatar,10,140877.5
Qatar,15,102395.0
