Location,Year,Alcohol,Tobacco,Lifeexpectancy,Population,Continent
Paraguay,2010,6.4,17.9,71.9,5768618.0,South-America
Paraguay,2010,6.4,14.6,71.9,5768618.0,South-America
Kyrgyzstan,2010,6.4,27.7,68.3,5483781.0,Asia
Kyrgyzstan,2010,6.4,25.9,68.3,5483781.0,Asia
Kyrgyzstan,2010,6.4,22.6,68.3,5483781.0,Asia
Saint Kitts and Nevis,2010,6.5,,71.3,47429.0,North-America
Panama,2010,6.5,8.8,76.4,3623622.0,North-America
Panama,2010,6.5,8.2,76.4,3623622.0,North-America
Panama,2010,6.5,7.1,76.4,3623622.0,North-America
Dominica,2010,6.6,,71.5,68775.0,North-America
Benin,2010,6.6,9.4,58.4,9445716.0,Africa
Benin,2010,6.6,6.3,58.4,9445716.0,Africa
Benin,2010,6.6,4.9,58.4,9445716.0,Africa
Saint Vincent and the Grenadines,2010,6.7,,74.7,109324.0,North-America
Niue,2010,6.7,,68.4,1838.0,Oceania
Dominican Republic,2010,6.8,13.2,72.1,9775756.0,North-America
Dominican Republic,2010,6.8,12.0,72.1,9775756.0,North-America
Dominican Republic,2010,6.8,8.8,72.1,9775756.0,North-America
Japan,2010,6.8,23.6,82.9,128105432.0,Asia
Japan,2010,6.8,23.6,82.9,128105432.0,Asia
Japan,2010,6.8,22.7,82.9,128105432.0,Asia
Malta,2010,6.9,26.9,81.8,418758.0,Europe
Malta,2010,6.9,26.9,81.8,418758.0,Europe
Malta,2010,6.9,24.2,81.8,418758.0,Europe
Eswatini,2010,7.2,9.1,46.6,1099926.0,Africa
Eswatini,2010,7.2,7.8,46.6,1099926.0,Africa
Eswatini,2010,7.2,6.9,46.6,1099926.0,Africa
Italy,2010,7.2,23.0,82.1,59822452.0,Europe
Italy,2010,7.2,23.0,82.1,59822452.0,Europe
Italy,2010,7.2,22.4,82.1,59822452.0,Europe
Viet Nam,2010,7.4,25.5,,,
Viet Nam,2010,7.4,24.2,,,
Viet Nam,2010,7.4,18.2,,,
Norway,2010,7.4,26.4,81.0,4889747.0,Europe
Norway,2010,7.4,26.4,81.0,4889747.0,Europe
Norway,2010,7.4,20.3,81.0,4889747.0,Europe
Peru,2010,7.5,16.6,73.7,29229576.0,South-America
Peru,2010,7.5,16.6,73.7,29229576.0,South-America
Peru,2010,7.5,15.1,73.7,29229576.0,South-America
Iceland,2010,7.5,18.4,81.7,318346.0,Europe
Iceland,2010,7.5,18.4,81.7,318346.0,Europe
Iceland,2010,7.5,14.2,81.7,318346.0,Europe
Botswana,2010,7.5,23.4,60.0,2091666.0,Africa
Botswana,2010,7.5,17.2,60.0,2091666.0,Africa
Botswana,2010,7.5,14.1,60.0,2091666.0,Africa
Grenada,2010,7.6,,75.0,114058.0,North-America
Thailand,2010,7.6,22.5,76.1,68270488.0,Asia
Thailand,2010,7.6,22.5,76.1,68270488.0,Asia
Thailand,2010,7.6,21.3,76.1,68270488.0,Asia
Mauritius,2010,7.7,22.9,74.0,1283347.0,Africa
Mauritius,2010,7.7,22.9,74.0,1283347.0,Africa
Mauritius,2010,7.7,20.6,74.0,1283347.0,Africa
Argentina,2010,7.7,28.2,75.7,41100124.0,South-America
Argentina,2010,7.7,28.2,75.7,41100124.0,South-America
Argentina,2010,7.7,25.7,75.7,41100124.0,South-America
Venezuela (Bolivarian Republic of),2010,7.7,,,,
Seychelles,2010,7.8,25.2,73.0,92424.0,Africa
Seychelles,2010,7.8,22.9,73.0,92424.0,Africa
Seychelles,2010,7.8,19.8,73.0,92424.0,Africa
Chile,2010,7.8,37.2,78.5,17004166.0,South-America
Chile,2010,7.8,37.2,78.5,17004166.0,South-America
Chile,2010,7.8,34.2,78.5,17004166.0,South-America
Mongolia,2010,7.8,30.2,67.2,2702527.0,Asia
Mongolia,2010,7.8,28.5,67.2,2702527.0,Asia
Mongolia,2010,7.8,26.4,67.2,2702527.0,Asia
Burkina Faso,2010,8.1,19.5,56.5,16116851.0,Africa
Burkina Faso,2010,8.1,13.5,56.5,16116851.0,Africa
Burkina Faso,2010,8.1,10.6,56.5,16116851.0,Africa
Barbados,2010,8.3,7.6,75.7,274717.0,North-America
Barbados,2010,8.3,7.6,75.7,274717.0,North-America
Barbados,2010,8.3,6.2,75.7,274717.0,North-America
Angola,2010,8.3,,56.7,23364196.0,Africa
Cook Islands,2010,8.5,32.6,73.5,17237.0,Oceania
Cook Islands,2010,8.5,32.6,73.5,17237.0,Oceania
Cook Islands,2010,8.5,25.6,73.5,17237.0,Oceania
Brazil,2010,8.6,17.2,73.2,196353504.0,South-America
Brazil,2010,8.6,17.2,73.2,196353504.0,South-America
Brazil,2010,8.6,15.6,73.2,196353504.0,South-America
Greece,2010,8.7,40.5,80.5,11033784.0,Europe
Greece,2010,8.7,40.5,80.5,11033784.0,Europe
Greece,2010,8.7,36.9,80.5,11033784.0,Europe
South Africa,2010,8.7,20.6,58.9,51784928.0,Africa
South Africa,2010,8.7,20.6,58.9,51784928.0,Africa
South Africa,2010,8.7,16.8,58.9,51784928.0,Africa
Gabon,2010,8.9,,63.9,1711117.0,Africa
Cyprus,2010,9.1,38.1,79.7,1129693.0,Europe
Cyprus,2010,9.1,38.1,79.7,1129693.0,Europe
Cyprus,2010,9.1,31.1,79.7,1129693.0,Europe
Equatorial Guinea,2010,9.2,,57.9,1094538.0,Africa
United States of America,2010,9.3,26.9,,,
United States of America,2010,9.3,24.6,,,
United States of America,2010,9.3,19.8,,,
Republic of Korea,2010,9.4,26.7,,,
Republic of Korea,2010,9.4,26.7,,,
Republic of Korea,2010,9.4,25.3,,,
Croatia,2010,9.5,32.5,76.8,4368680.0,Europe
Croatia,2010,9.5,32.5,76.8,4368680.0,Europe
Croatia,2010,9.5,29.3,76.8,4368680.0,Europe
Spain,2010,9.5,29.5,82.0,46572776.0,Europe
Spain,2010,9.5,29.5,82.0,46572776.0,Europe
Spain,2010,9.5,27.5,82.0,46572776.0,Europe
Saint Lucia,2010,9.6,16.6,72.7,170950.0,North-America
Saint Lucia,2010,9.6,16.6,72.7,170950.0,North-America
Saint Lucia,2010,9.6,13.8,72.7,170950.0,North-America
Sweden,2010,9.8,32.8,81.5,9381722.0,Europe
Sweden,2010,9.8,21.1,81.5,9381722.0,Europe
Sweden,2010,9.8,15.6,81.5,9381722.0,Europe
Serbia,2010,9.9,39.9,74.4,7653749.0,Europe
Serbia,2010,9.9,39.9,74.4,7653749.0,Europe
Serbia,2010,9.9,36.8,74.4,7653749.0,Europe
Kuwait,2005,0.0,26.6,76.9,2235409.0,Asia
Kuwait,2005,0.0,26.6,76.9,2235409.0,Asia
Kuwait,2005,0.0,19.7,76.9,2235409.0,Asia
Mauritania,2005,0.0,18.2,61.7,3012363.0,Africa
Mauritania,2005,0.0,11.6,61.7,3012363.0,Africa
Mauritania,2005,0.0,10.4,61.7,3012363.0,Africa
Saudi Arabia,2005,0.0,17.6,74.6,24397652.0,Asia
Saudi Arabia,2005,0.0,15.5,74.6,24397652.0,Asia
Saudi Arabia,2005,0.0,12.0,74.6,24397652.0,Asia
Somalia,2005,0.0,,50.7,10467294.0,Africa
Sudan,2005,0.0,,57.3,29540584.0,Africa
Bangladesh,2005,0.0,44.9,67.3,140912592.0,Asia
Bangladesh,2005,0.0,26.4,67.3,140912592.0,Asia
Bangladesh,2005,0.0,20.1,67.3,140912592.0,Asia
Afghanistan,2005,0.0,32.9,58.4,24411196.0,Asia
Afghanistan,2005,0.0,17.9,58.4,24411196.0,Asia
Afghanistan,2005,0.0,14.2,58.4,24411196.0,Asia
Libya,2005,0.0,,71.6,5837994.0,Africa
Pakistan,2005,0.1,29.6,62.5,174372096.0,Asia
Pakistan,2005,0.1,18.4,62.5,174372096.0,Asia
Pakistan,2005,0.1,14.5,62.5,174372096.0,Asia
Indonesia,2005,0.1,35.1,67.6,228805152.0,Asia
Indonesia,2005,0.1,32.7,67.6,228805152.0,Asia
Indonesia,2005,0.1,29.7,67.6,228805152.0,Asia
Yemen,2005,0.1,25.7,65.5,21320676.0,Asia
Yemen,2005,0.1,21.3,65.5,21320676.0,Asia
Yemen,2005,0.1,15.1,65.5,21320676.0,Asia
Iran (Islamic Republic of),2005,0.1,17.8,,,
Iran (Islamic Republic of),2005,0.1,14.1,,,
Iran (Islamic Republic of),2005,0.1,11.5,,,
Iraq,2005,0.1,19.7,64.8,28698688.0,Asia
Iraq,2005,0.1,19.7,64.8,28698688.0,Asia
Iraq,2005,0.1,14.5,64.8,28698688.0,Asia
Niger,2005,0.1,9.1,53.6,13855225.0,Africa
Niger,2005,0.1,7.5,53.6,13855225.0,Africa
Niger,2005,0.1,6.6,53.6,13855225.0,Africa
Egypt,2005,0.2,19.8,68.8,79075312.0,Africa
Egypt,2005,0.2,19.8,68.8,79075312.0,Africa
Egypt,2005,0.2,15.1,68.8,79075312.0,Africa
Sierra Leone,2005,0.2,27.0,48.2,5683338.0,Africa
Sierra Leone,2005,0.2,24.7,48.2,5683338.0,Africa
Sierra Leone,2005,0.2,21.6,48.2,5683338.0,Africa
Brunei Darussalam,2005,0.2,18.0,,,
Brunei Darussalam,2005,0.2,18.0,,,
Brunei Darussalam,2005,0.2,15.0,,,
Timor-Leste,2005,0.3,48.2,,,
Timor-Leste,2005,0.3,39.3,,,
Timor-Leste,2005,0.3,37.9,,,
Nepal,2005,0.3,47.9,65.5,26285112.0,Asia
Nepal,2005,0.3,29.8,65.5,26285112.0,Asia
Nepal,2005,0.3,26.5,65.5,26285112.0,Asia
Guinea,2005,0.4,,54.6,9140112.0,Africa
Comoros,2005,0.4,33.9,59.6,592691.0,Africa
Comoros,2005,0.4,17.1,59.6,592691.0,Africa
Comoros,2005,0.4,13.3,59.6,592691.0,Africa
Algeria,2005,0.5,23.4,72.1,32956690.0,Africa
Algeria,2005,0.5,17.0,72.1,32956690.0,Africa
Algeria,2005,0.5,14.2,72.1,32956690.0,Africa
Jordan,2005,0.5,32.8,72.9,5678541.0,Asia
Jordan,2005,0.5,32.8,72.9,5678541.0,Asia
Jordan,2005,0.5,25.4,72.9,5678541.0,Asia
Morocco,2005,0.5,18.6,68.7,30431898.0,Africa
Morocco,2005,0.5,18.6,68.7,30431898.0,Africa
Morocco,2005,0.5,15.3,68.7,30431898.0,Africa
Senegal,2005,0.5,11.0,60.9,10974066.0,Africa
Senegal,2005,0.5,9.6,60.9,10974066.0,Africa
Senegal,2005,0.5,8.0,60.9,10974066.0,Africa
Malaysia,2005,0.6,28.9,74.1,25923540.0,Asia
Malaysia,2005,0.6,27.4,74.1,25923540.0,Asia
Malaysia,2005,0.6,23.8,74.1,25923540.0,Asia
Djibouti,2005,0.7,,58.3,830863.0,Africa
Myanmar,2005,0.7,56.8,61.6,47724472.0,Asia
Myanmar,2005,0.7,32.0,61.6,47724472.0,Asia
Myanmar,2005,0.7,23.4,61.6,47724472.0,Asia
Tajikistan,2005,0.8,,66.5,6929153.0,Asia
Mali,2005,0.8,13.2,54.0,13180556.0,Africa
Mali,2005,0.8,10.6,54.0,13180556.0,Africa
Mali,2005,0.8,9.3,54.0,13180556.0,Africa
Madagascar,2005,0.9,41.5,60.6,18792174.0,Africa
Madagascar,2005,0.9,19.2,60.6,18792174.0,Africa
Madagascar,2005,0.9,16.4,60.6,18792174.0,Africa
Mozambique,2005,1.0,,51.6,20211124.0,Africa
Oman,2005,1.0,8.8,74.4,2515202.0,Asia
Oman,2005,1.0,7.7,74.4,2515202.0,Asia
Oman,2005,1.0,6.2,74.4,2515202.0,Asia
Solomon Islands,2005,1.0,42.8,67.9,482496.0,Oceania
Solomon Islands,2005,1.0,42.8,67.9,482496.0,Oceania
Solomon Islands,2005,1.0,35.2,67.9,482496.0,Oceania
Kiribati,2005,1.1,57.2,65.0,98181.0,Oceania
Kiribati,2005,1.1,57.2,65.0,98181.0,Oceania
Kiribati,2005,1.1,47.8,65.0,98181.0,Oceania
Syrian Arab Republic,2005,1.1,,,,
Vanuatu,2005,1.2,,69.4,217642.0,Oceania
Eritrea,2005,1.2,,60.6,2831735.0,Africa
Qatar,2005,1.3,18.1,76.1,848718.0,Asia
Qatar,2005,1.3,16.1,76.1,848718.0,Asia
Qatar,2005,1.3,12.7,76.1,848718.0,Asia
Maldives,2005,1.4,37.3,74.8,307023.0,Asia
Maldives,2005,1.4,33.1,74.8,307023.0,Asia
Maldives,2005,1.4,25.9,74.8,307023.0,Asia
Rwanda,2005,1.4,17.0,57.3,9026297.0,Africa
Rwanda,2005,1.4,13.3,57.3,9026297.0,Africa
Rwanda,2005,1.4,7.8,57.3,9026297.0,Africa
Ethiopia,2005,1.4,5.2,54.0,77469944.0,Africa
Ethiopia,2005,1.4,3.7,54.0,77469944.0,Africa
Ethiopia,2005,1.4,3.1,54.0,77469944.0,Africa
Tonga,2005,1.6,32.6,69.8,105644.0,Oceania
Tonga,2005,1.6,32.6,69.8,105644.0,Oceania
Tonga,2005,1.6,28.3,69.8,105644.0,Oceania
Singapore,2005,1.6,16.7,80.4,4344645.0,Asia
Singapore,2005,1.6,16.7,80.4,4344645.0,Asia
Singapore,2005,1.6,14.8,80.4,4344645.0,Asia
Tunisia,2005,1.7,26.8,74.8,10388349.0,Africa
Tunisia,2005,1.7,26.8,74.8,10388349.0,Africa
Tunisia,2005,1.7,24.4,74.8,10388349.0,Africa
Togo,2005,1.7,10.7,56.0,5711605.0,Africa
Togo,2005,1.7,8.1,56.0,5711605.0,Africa
Togo,2005,1.7,6.2,56.0,5711605.0,Africa
Azerbaijan,2005,1.8,24.1,67.6,8656243.0,Asia
Azerbaijan,2005,1.8,24.1,67.6,8656243.0,Asia
Azerbaijan,2005,1.8,19.0,67.6,8656243.0,Asia
United Arab Emirates,2005,1.8,22.0,76.7,4280995.0,Asia
United Arab Emirates,2005,1.8,22.0,76.7,4280995.0,Asia
United Arab Emirates,2005,1.8,16.2,76.7,4280995.0,Asia
Tuvalu,2005,1.8,44.4,63.8,9933.0,Oceania
Tuvalu,2005,1.8,44.4,63.8,9933.0,Oceania
Tuvalu,2005,1.8,36.3,63.8,9933.0,Oceania
Papua New Guinea,2005,1.9,51.6,61.8,6498828.0,Oceania
Papua New Guinea,2005,1.9,51.6,61.8,6498828.0,Oceania
Papua New Guinea,2005,1.9,38.1,61.8,6498828.0,Oceania
Lebanon,2005,1.9,34.8,76.3,4643052.0,Asia
Lebanon,2005,1.9,34.8,76.3,4643052.0,Asia
Lebanon,2005,1.9,28.7,76.3,4643052.0,Asia
New Zealand,2005,10.2,23.8,80.1,4132782.0,Oceania
New Zealand,2005,10.2,23.8,80.1,4132782.0,Oceania
New Zealand,2005,10.2,22.5,80.1,4132782.0,Oceania
Ukraine,2005,10.3,31.4,68.2,46912616.0,Europe
Ukraine,2005,10.3,31.4,68.2,46912616.0,Europe
Ukraine,2005,10.3,29.7,68.2,46912616.0,Europe
Slovakia,2005,10.6,30.9,74.2,5376251.0,Europe
Slovakia,2005,10.6,30.9,74.2,5376251.0,Europe
Slovakia,2005,10.6,26.0,74.2,5376251.0,Europe
Poland,2005,10.7,33.9,75.1,38575912.0,Europe
Poland,2005,10.7,33.9,75.1,38575912.0,Europe
Poland,2005,10.7,31.6,75.1,38575912.0,Europe
Netherlands,2005,10.7,30.1,79.5,16261834.0,Europe
Netherlands,2005,10.7,30.1,79.5,16261834.0,Europe
Netherlands,2005,10.7,25.8,79.5,16261834.0,Europe
Bulgaria,2005,10.7,40.7,72.6,7815221.0,Europe
Bulgaria,2005,10.7,40.7,72.6,7815221.0,Europe
Bulgaria,2005,10.7,37.5,72.6,7815221.0,Europe
Australia,2005,10.8,20.8,81.1,20171732.0,Oceania
Australia,2005,10.8,20.8,81.1,20171732.0,Oceania
Australia,2005,10.8,16.9,81.1,20171732.0,Oceania
Latvia,2005,10.9,38.7,70.8,2233165.0,Europe
Latvia,2005,10.9,36.0,70.8,2233165.0,Europe
Latvia,2005,10.9,32.4,70.8,2233165.0,Europe
Finland,2005,10.9,31.9,79.0,5246070.0,Europe
Finland,2005,10.9,24.0,79.0,5246070.0,Europe
Finland,2005,10.9,21.2,79.0,5246070.0,Europe
Belgium,2005,11.2,28.4,79.1,10516979.0,Europe
Belgium,2005,11.2,26.5,79.1,10516979.0,Europe
Belgium,2005,11.2,24.7,79.1,10516979.0,Europe
Denmark,2005,11.3,31.6,78.2,5436314.0,Europe
Denmark,2005,11.3,31.6,78.2,5436314.0,Europe
Denmark,2005,11.3,28.2,78.2,5436314.0,Europe
Cameroon,2005,11.5,10.7,54.4,17275174.0,Africa
Cameroon,2005,11.5,8.5,54.4,17275174.0,Africa
Cameroon,2005,11.5,8.3,54.4,17275174.0,Africa
United Republic of Tanzania,2005,11.5,17.3,,,
United Republic of Tanzania,2005,11.5,15.8,,,
United Republic of Tanzania,2005,11.5,13.5,,,
Saint Lucia,2005,11.5,18.0,72.2,165394.0,North-America
Saint Lucia,2005,11.5,18.0,72.2,165394.0,North-America
Saint Lucia,2005,11.5,14.9,72.2,165394.0,North-America
Switzerland,2005,11.7,25.9,81.2,7428437.0,Europe
Switzerland,2005,11.7,25.9,81.2,7428437.0,Europe
Switzerland,2005,11.7,22.5,81.2,7428437.0,Europe
Slovenia,2005,11.8,23.0,77.7,2004780.0,Europe
Slovenia,2005,11.8,23.0,77.7,2004780.0,Europe
Slovenia,2005,11.8,21.5,77.7,2004780.0,Europe
Spain,2005,12.0,31.2,80.3,43685372.0,Europe
Spain,2005,12.0,31.2,80.3,43685372.0,Europe
Spain,2005,12.0,29.0,80.3,43685372.0,Europe
Portugal,2005,12.2,23.1,78.3,10523314.0,Europe
Portugal,2005,12.2,23.1,78.3,10523314.0,Europe
Portugal,2005,12.2,20.6,78.3,10523314.0,Europe
Georgia,2005,12.3,29.8,71.1,3961183.0,Asia
Georgia,2005,12.3,29.8,71.1,3961183.0,Asia
Georgia,2005,12.3,26.8,71.1,3961183.0,Asia
Andorra,2005,12.3,35.1,81.8,79845.0,Europe
Andorra,2005,12.3,35.1,81.8,79845.0,Europe
Andorra,2005,12.3,28.8,81.8,79845.0,Europe
United Kingdom of Great Britain and Northern Ireland,2005,12.4,28.3,,,
United Kingdom of Great Britain and Northern Ireland,2005,12.4,28.3,,,
United Kingdom of Great Britain and Northern Ireland,2005,12.4,24.6,,,
Hungary,2005,12.6,33.8,72.9,10073533.0,Europe
Hungary,2005,12.6,33.8,72.9,10073533.0,Europe
Hungary,2005,12.6,31.4,72.9,10073533.0,Europe
Austria,2005,12.6,41.2,79.5,8227034.0,Europe
Austria,2005,12.6,41.2,79.5,8227034.0,Europe
Austria,2005,12.6,38.3,79.5,8227034.0,Europe
Luxembourg,2005,12.7,27.0,79.4,464868.0,Europe
Luxembourg,2005,12.7,27.0,79.4,464868.0,Europe
Luxembourg,2005,12.7,23.9,79.4,464868.0,Europe
France,2005,12.8,31.1,80.3,60510080.0,Europe
France,2005,12.8,31.1,80.3,60510080.0,Europe
France,2005,12.8,28.2,80.3,60510080.0,Europe
Belarus,2005,12.8,36.6,69.4,9935166.0,Europe
Belarus,2005,12.8,31.3,69.4,9935166.0,Europe
Belarus,2005,12.8,29.7,69.4,9935166.0,Europe
Republic of Moldova,2005,12.9,24.5,,,
Republic of Moldova,2005,12.9,22.9,,,
Republic of Moldova,2005,12.9,21.1,,,
Germany,2005,13.0,29.7,79.3,81212168.0,Europe
Germany,2005,13.0,29.7,79.3,81212168.0,Europe
Germany,2005,13.0,27.0,79.3,81212168.0,Europe
Lithuania,2005,13.5,36.6,71.7,3373536.0,Europe
Lithuania,2005,13.5,29.7,71.7,3373536.0,Europe
Lithuania,2005,13.5,27.2,71.7,3373536.0,Europe
Czechia,2005,14.0,32.2,76.2,10280122.0,Europe
Czechia,2005,14.0,32.2,76.2,10280122.0,Europe
Czechia,2005,14.0,27.4,76.2,10280122.0,Europe
Ireland,2005,14.1,30.4,78.9,4121220.0,Europe
Ireland,2005,14.1,30.4,78.9,4121220.0,Europe
Ireland,2005,14.1,28.1,78.9,4121220.0,Europe
Russian Federation,2005,14.5,29.4,,,
Russian Federation,2005,14.5,29.4,,,
Russian Federation,2005,14.5,29.0,,,
Estonia,2005,15.3,38.9,73.2,1354665.0,Europe
Estonia,2005,15.3,34.7,73.2,1354665.0,Europe
Estonia,2005,15.3,31.5,73.2,1354665.0,Europe
Uganda,2005,17.2,13.2,53.0,27946586.0,Africa
Uganda,2005,17.2,10.9,53.0,27946586.0,Africa
Uganda,2005,17.2,9.2,53.0,27946586.0,Africa
Romania,2005,18.3,33.5,70.6,21092264.0,Europe
Romania,2005,18.3,33.3,70.6,21092264.0,Europe
Romania,2005,18.3,29.9,70.6,21092264.0,Europe
Bhutan,2005,2.0,29.3,65.8,663332.0,Asia
Bhutan,2005,2.0,12.9,65.8,663332.0,Asia
Bhutan,2005,2.0,8.8,65.8,663332.0,Asia
Türkiye,2005,2.1,33.6,,,
Türkiye,2005,2.1,33.6,,,
Türkiye,2005,2.1,31.7,,,
Sri Lanka,2005,2.1,26.0,72.1,19673866.0,Asia
Sri Lanka,2005,2.1,14.8,72.1,19673866.0,Asia
Sri Lanka,2005,2.1,9.9,72.1,19673866.0,Asia
Kenya,2005,2.2,13.6,57.3,35843016.0,Africa
Kenya,2005,2.2,12.1,57.3,35843016.0,Africa
Kenya,2005,2.2,10.3,57.3,35843016.0,Africa
Bahrain,2005,2.3,23.7,76.9,901928.0,Asia
Bahrain,2005,2.3,23.7,76.9,901928.0,Asia
Bahrain,2005,2.3,17.7,76.9,901928.0,Asia
Guatemala,2005,2.3,13.4,69.2,13132818.0,North-America
Guatemala,2005,2.3,13.4,69.2,13132818.0,North-America
Guatemala,2005,2.3,11.6,69.2,13132818.0,North-America
Central African Republic,2005,2.3,,46.4,4208845.0,Africa
Benin,2005,2.4,11.8,57.1,8149420.0,Africa
Benin,2005,2.4,7.7,57.1,8149420.0,Africa
Benin,2005,2.4,6.0,57.1,8149420.0,Africa
India,2005,2.4,42.5,65.0,1154638720.0,Asia
India,2005,2.4,20.1,65.0,1154638720.0,Asia
India,2005,2.4,12.8,65.0,1154638720.0,Asia
Micronesia (Federated States of),2005,2.5,,,,
Fiji,2005,2.7,31.0,66.6,874929.0,Oceania
Fiji,2005,2.7,31.0,66.6,874929.0,Oceania
Fiji,2005,2.7,26.8,66.6,874929.0,Oceania
Zimbabwe,2005,2.7,14.1,44.8,12224758.0,Africa
Zimbabwe,2005,2.7,13.6,44.8,12224758.0,Africa
Zimbabwe,2005,2.7,11.1,44.8,12224758.0,Africa
Turkmenistan,2005,2.7,10.9,66.1,4885780.0,Asia
Turkmenistan,2005,2.7,9.3,66.1,4885780.0,Asia
Turkmenistan,2005,2.7,8.1,66.1,4885780.0,Asia
Cambodia,2005,2.8,27.5,64.3,13246588.0,Asia
Cambodia,2005,2.8,22.8,64.3,13246588.0,Asia
Cambodia,2005,2.8,21.7,64.3,13246588.0,Asia
Nauru,2005,2.8,61.3,58.2,10337.0,Oceania
Nauru,2005,2.8,56.0,58.2,10337.0,Oceania
Nauru,2005,2.8,44.8,58.2,10337.0,Oceania
Israel,2005,2.8,27.7,80.2,6714119.0,Asia
Israel,2005,2.8,27.7,80.2,6714119.0,Asia
Israel,2005,2.8,25.1,80.2,6714119.0,Asia
Congo,2005,3.0,12.0,58.1,3672845.0,Africa
Congo,2005,3.0,10.9,58.1,3672845.0,Africa
Congo,2005,3.0,8.1,58.1,3672845.0,Africa
Chad,2005,3.1,9.1,48.3,10005013.0,Africa
Chad,2005,3.1,9.1,48.3,10005013.0,Africa
Chad,2005,3.1,6.6,48.3,10005013.0,Africa
Jamaica,2005,3.1,14.3,71.0,2676868.0,North-America
Jamaica,2005,3.1,14.3,71.0,2676868.0,North-America
Jamaica,2005,3.1,12.6,71.0,2676868.0,North-America
Malawi,2005,3.1,15.0,52.0,12755647.0,Africa
Malawi,2005,3.1,13.2,52.0,12755647.0,Africa
Malawi,2005,3.1,10.4,52.0,12755647.0,Africa
El Salvador,2005,3.1,12.5,70.4,6037817.0,North-America
El Salvador,2005,3.1,12.5,70.4,6037817.0,North-America
El Salvador,2005,3.1,10.8,70.4,6037817.0,North-America
Zambia,2005,3.3,14.0,50.7,11564874.0,Africa
Zambia,2005,3.3,12.1,50.7,11564874.0,Africa
Zambia,2005,3.3,10.4,50.7,11564874.0,Africa
Honduras,2005,3.4,15.7,70.1,7564615.0,North-America
Honduras,2005,3.4,15.7,70.1,7564615.0,North-America
Honduras,2005,3.4,14.6,70.1,7564615.0,North-America
China,2005,3.5,26.5,74.1,1304887552.0,Asia
China,2005,3.5,26.5,74.1,1304887552.0,Asia
China,2005,3.5,26.3,74.1,1304887552.0,Asia
Lesotho,2005,3.6,26.7,43.2,1977428.0,Africa
Lesotho,2005,3.6,19.3,43.2,1977428.0,Africa
Lesotho,2005,3.6,14.8,43.2,1977428.0,Africa
Gambia,2005,3.8,17.5,58.4,1660377.0,Africa
Gambia,2005,3.8,16.2,58.4,1660377.0,Africa
Gambia,2005,3.8,13.6,58.4,1660377.0,Africa
Bolivia (Plurinational State of),2005,3.8,26.3,,,
Bolivia (Plurinational State of),2005,3.8,26.3,,,
Bolivia (Plurinational State of),2005,3.8,22.5,,,
Ecuador,2005,3.8,12.9,74.5,13770015.0,South-America
Ecuador,2005,3.8,12.9,74.5,13770015.0,South-America
Ecuador,2005,3.8,11.1,74.5,13770015.0,South-America
Samoa,2005,3.9,35.8,71.8,188634.0,Oceania
Samoa,2005,3.9,34.4,71.8,188634.0,Oceania
Samoa,2005,3.9,28.8,71.8,188634.0,Oceania
Haiti,2005,4.0,9.2,60.4,9111901.0,North-America
Haiti,2005,4.0,9.2,60.4,9111901.0,North-America
Haiti,2005,4.0,8.0,60.4,9111901.0,North-America
Democratic People's Republic of Korea,2005,4.1,24.8,,,
Democratic People's Republic of Korea,2005,4.1,24.8,,,
Democratic People's Republic of Korea,2005,4.1,21.6,,,
Nicaragua,2005,4.1,,67.9,5454680.0,North-America
Côte d’Ivoire,2005,4.3,16.3,,,
Côte d’Ivoire,2005,4.3,15.8,,,
Côte d’Ivoire,2005,4.3,14.8,,,
Liberia,2005,4.3,12.4,56.9,3266326.0,Africa
Liberia,2005,4.3,10.3,56.9,3266326.0,Africa
Liberia,2005,4.3,8.4,56.9,3266326.0,Africa
Uzbekistan,2005,4.3,22.9,67.5,26573428.0,Asia
Uzbekistan,2005,4.3,13.3,67.5,26573428.0,Asia
Uzbekistan,2005,4.3,11.2,67.5,26573428.0,Asia
Guinea-Bissau,2005,4.4,14.8,52.2,1379714.0,Africa
Guinea-Bissau,2005,4.4,12.8,52.2,1379714.0,Africa
Guinea-Bissau,2005,4.4,10.6,52.2,1379714.0,Africa
Namibia,2005,4.5,19.3,51.8,1962874.0,Africa
Namibia,2005,4.5,16.1,51.8,1962874.0,Africa
Namibia,2005,4.5,14.9,51.8,1962874.0,Africa
Mongolia,2005,4.5,30.5,64.9,2559258.0,Asia
Mongolia,2005,4.5,28.5,64.9,2559258.0,Asia
Mongolia,2005,4.5,26.6,64.9,2559258.0,Asia
Costa Rica,2005,4.5,14.9,78.5,4315894.0,North-America
Costa Rica,2005,4.5,14.9,78.5,4315894.0,North-America
Costa Rica,2005,4.5,13.2,78.5,4315894.0,North-America
Bahamas,2005,4.7,11.5,72.8,347815.0,North-America
Bahamas,2005,4.7,11.5,72.8,347815.0,North-America
Bahamas,2005,4.7,9.2,72.8,347815.0,North-America
Viet Nam,2005,4.8,26.9,,,
Viet Nam,2005,4.8,25.1,,,
Viet Nam,2005,4.8,19.0,,,
The former Yugoslav Republic of Macedonia,2005,4.8,,,,
Armenia,2005,4.8,27.6,71.8,3047254.0,Asia
Armenia,2005,4.8,27.6,71.8,3047254.0,Asia
Armenia,2005,4.8,26.9,71.8,3047254.0,Asia
